created_at,full_text
Tue May 27 16:03:03 +0000 2025,"We're thrilled to announce SignGemma, our most capable model for translating sign language into spoken text. 🧏  This open model is coming to the Gemma model family later this year, opening up new possibilities for inclusive tech.  Share your feedback and interest in early… https://t.co/NhL9G5Y8tA"
Sat May 24 17:21:37 +0000 2025,Google Jules is pretty amazing! https://t.co/I7giIcHsfe
Sat May 24 16:38:11 +0000 2025,"Starting today, we’re rolling out access to Veo 3 in 71 new countries *and* making it available for Pro subscribers to try. We can’t wait to see (and hear) what you create.   Sign in at https://t.co/382WL5xkFE and upgrade to Pro to get started."
Fri May 23 17:13:13 +0000 2025,"A conversation with Sergey Brin, co-founder of Google and computer scientist working on Gemini, in reaction to a year of progress with Gemini https://t.co/nI1gEO96zH"
Thu May 22 05:37:56 +0000 2025,Watch @backlon test out the Android XR prototype glasses and see what they can do 👓✨ https://t.co/vwzBmohdoM
Thu May 22 04:16:21 +0000 2025,"SynthID Detector is a new portal to help journalists, media professionals and researchers more easily identify whether content has a SynthID watermark. Here’s how it works → https://t.co/5pRcGs81Ko #GoogleIO"
Wed May 21 18:18:06 +0000 2025,"Google's Veo 3, released today, is the first major video generation model to support native audio generation - allowing users to create dialogue, sound effects, music ambient noise and more. Veo 3 is now live in the Artificial Analysis Video Arena - get voting to see where it… https://t.co/tpTZL87PVv"
Wed May 21 01:15:46 +0000 2025,"""Pythagoras explaining his theorem, in ancient Greece""  Video and audio generated by Veo 3 natively. https://t.co/vR1gbrLYYj"
Wed May 21 00:34:44 +0000 2025,Big day! Congrats to team @Waymo on 10M
Tue May 20 23:56:19 +0000 2025,"My first Veo 3 gen  &gt; a video with dialogue of two muffins while baking in an over, the first muffin says ""I can't believe this Veo 3 thing can do dialogue now!"", the second muffin says ""AAAAH, a talking muffin!"" https://t.co/VA2VUZF8sS"
Tue May 20 17:34:08 +0000 2025,"Good news: Gemini 2.5 Flash and 2.5 Pro will be generally available (and stable) in early June.  Thanks for all the feedback, we are working hard to make a great model for you all based on the feedback so far : )"
Tue May 20 00:17:45 +0000 2025,Having a deep think... https://t.co/oZPH2jAWyV
Mon May 19 22:25:51 +0000 2025,"You weren't dreaming— the @NotebookLM mobile app started rolling out this morning! We were eager to get the app into your hands, so this initial version has an MVP feature set with more functionality coming soon!  Here are a few of the features we're most excited about: 🧵🧵🧵"
Tue May 13 02:03:32 +0000 2025,"YES! 🎉 ""Copy as Markdown"" is now a reality! Perfect for teams of all sizes – from agile SMBs to large enterprises – looking to streamline content formatting and boost productivity 👉 https://t.co/XytoJU7po8"
Tue May 13 01:57:36 +0000 2025,Gemma just passed 150 million downloads and over 70k variants on Hugging Face🚀🚀🚀  What would you like to see in the next Gemma versions?
Tue May 13 01:54:19 +0000 2025,✅ Papercut fixed: @GeminiApp now has an iPad app.
Sat May 10 17:01:24 +0000 2025,Gemini 2.5 Pro is the workhorse model that's quietly powering a lot of what we build @every   we finally wrote about it in today's Vibe Check https://t.co/ecZ8Q8RqK5
Fri May 09 21:38:55 +0000 2025,"Gemini 2.5 Pro (05-06) is SOTA at most video understanding tasks (by a large margin) 📽️. Lots of work by the Gemini multimodal team to make this happen, excited to see developers push this capability in new ways.  More details below! https://t.co/f3pFQnAc6Z"
Thu May 08 22:13:04 +0000 2025,"1. Take a screen recording explaining your app 2. Upload it to YouTube 3. ""Build me this”  Gemini 2.5’s ability to comprehend video feels straight out of a science fiction novel. https://t.co/jLm1EkSq6o"
Thu May 08 17:42:28 +0000 2025,"We just shipped implicit caching in the Gemini API, automatically enabling a 75% cost savings with the Gemini 2.5 models when your request hits a cache 🚢  We also lowered the min token required to hit caches to 1K on 2.5 Flash and 2K on 2.5 Pro!"
Tue May 06 16:03:06 +0000 2025,"Veo 2 on the Gemini app defaults to widescreen for now, and an 8 second duration. You prompt the Veo model directly. It can only respond in video, but it understands editing/change requests. So it must see and comprehend the text across the entire context window. https://t.co/62GcYg1mg9"
Tue May 06 15:46:19 +0000 2025,Just upgraded Gemini 2.5 Pro – our most advanced coding model (I/O edition)! 🚀
Sat May 03 00:18:05 +0000 2025,"Last 5 weeks at @NotebookLM:  + Mind Maps, magical tool for visualizing sources  + Discover Sources, letting you assemble a knowledge base on any topic in seconds  + Audio Overviews in 70+ languages  + Pre-registration for iOS/Android mobile app, coming May 20  + Gemini 2.5 Flash"
Thu May 01 20:54:06 +0000 2025,"Starting today, AI Mode in Google Search is open to all Labs users in the US (no more waitlist). Plus, we’re adding new features to help you get things done - from shopping to planning your next local outing.  More details below 🧵"
Thu May 01 19:14:07 +0000 2025,"Great software feels like an extension of you. We're building @GeminiApp  to be the most PERSONAL, PROACTIVE, and POWERFUL assistant. 👀Here's the strategy:  1/ PERSONAL: The best assistant gets you. It starts by knowing your past chats (launching soon), but we’ll go further:… https://t.co/VJmuS3gkXy"
Thu Apr 24 23:48:23 +0000 2025,"The Gemini team cooked hard with Gemini 2.5 Pro, it's an awesome model that continues to lead @lmarena_ai - huge congrats to the team! Try it for yourself in the @GeminiApp now. Can't wait for you all to see what else we've been cooking 👀"
Thu Apr 24 22:05:46 +0000 2025,Thanks to all of the amazing creators like you Marques who have made the first 20 years of @YouTube so incredible - can't wait for the next 20!
Thu Apr 24 21:41:08 +0000 2025,More than 5x growth in paid trips from this time last year — each ride contributing to safer streets and more accessible mobility for all. Here’s to millions more!
Wed Apr 23 20:47:53 +0000 2025,"We just shipped Tier 3 limits in the Gemini API (2x-6x higher limits), available now for self serve upgrade if you have spent &gt;=$1K with Google Cloud.  You can upgrade in AI Studio (on the API key page) to Tier 3 and start scaling with Gemini right now! https://t.co/mpRLb82vtJ"
Mon Apr 21 15:39:58 +0000 2025,"We join the world in mourning Pope Francis. He led the Catholic Church with humility and strength, and his message of unification across faiths and backgrounds will endure. May he rest in peace."
Sat Apr 19 17:58:57 +0000 2025,Woke up to watch an 8th grader  play in the IPL!!!! What a debut!
Sat Apr 19 16:11:56 +0000 2025,"Gemma 27B QAT is the best local model ever. Great in chat, summarization, classification, image recognition.  It's my best friend now!"
Sat Apr 19 05:28:11 +0000 2025,"We are working on API, Artificial Pokémon Intelligence:)"
Fri Apr 18 16:44:12 +0000 2025,"The best of @GoogleDeepMind AI (including Gemini Advanced with 2.5 Pro, and the smartest Deep Research capability around) is now free for US college students through to finals 2026! 🎓 https://t.co/HY1rmDU5uw"
Fri Apr 18 15:56:46 +0000 2025,Just announced new versions of Gemma 3 – the most capable model to run just one H100 GPU – can now run on just one *desktop* GPU!  Our Quantization-Aware Training (QAT) method drastically brings down memory use while maintaining high quality. Excited to make Gemma 3 even more… https://t.co/7QjOmG1clq
Fri Apr 18 03:59:50 +0000 2025,"You should try Gemini 2.5 flash, it’s crazy how good it is for how cheap it is"
Tue Apr 15 17:36:23 +0000 2025,"Veo 2 is super fun to play with, and people have been creating some amazing videos with it. Its implicit understanding of the physics of the world is kind of mindblowing. Looking forward to seeing more people enjoy it now that it’s part of @GeminiApp!"
Tue Apr 15 14:53:34 +0000 2025,"Hard to deny how much better Gemini 2.5 Pro is at long context understanding compared to other models.   It's strong in many areas, but Google has been working on long context LLMs since the early days.  Strong performance on benchmarks and our own internal tests. They lead!"
Tue Apr 15 00:04:10 +0000 2025,"Introducing TxGemma, a family of open models specifically tailored for health settings, building on top of Gemma and Gemini.  https://t.co/vBNSCmlO3R"
Sat Apr 12 16:37:22 +0000 2025,"Gemini 2.5 Pro's leaderboard entry has been updated with costs, now that it available through a paid API. It cost $6 to run the aider polyglot coding benchmark on Gemini, lower than the top 10 other entries except for DeepSeek's models.  https://t.co/mBVaUPGHPl https://t.co/ZSnUl2FlUq"
Fri Apr 11 05:42:38 +0000 2025,"ngl, gemini 2.5 pro has been another ""feel the AGI"" moment for me  the model hits differently. its thought process is unique, and i’ve seen it test its hypotheses.  It’s incredibly capable when using tools across different coding programs and shows strong problem-solving skills.…"
Thu Apr 10 21:43:17 +0000 2025,"I can confirm that Gemini 2.5 Pro is really great at creative writing.   Already using it for agentic systems that require editing, reviewing, writing, and refining outputs. https://t.co/pdXQI09UsD"
Thu Apr 10 19:51:17 +0000 2025,"Today, @Google announced our biggest step yet to use AI for building a stronger, more resilient electricity system.   Learn more about how our collaboration with Tapestry and @pjminterconnect will help America usher in a new era of innovation and growth. https://t.co/2gu8JJr0La"
Wed Apr 09 23:25:25 +0000 2025,MCP is a good protocol and it's rapidly becoming an open standard for the AI agentic era. We're excited to announce that we'll be supporting it for our Gemini models and SDK. Look forward to developing it further with the MCP team and others in the industry
Wed Apr 09 21:29:24 +0000 2025,"MCP here we come! ♊️🚀  We’re collaborating w/ the MCP team, and want to hear directly from you again! What do you need from Gemini models to build more powerful applications with MCP? Lmk in comments"
Wed Apr 09 21:29:17 +0000 2025,love the feedback! - to MCP it is!
Wed Apr 09 18:31:41 +0000 2025,"Veo 2 is now available to developers via the Gemini API!  Starting today, with those who have billing enabled (Tier 1 and above) can start generating videos in the API, with support for text-to-video and image-to-video.  Read more: https://t.co/hPYN89Zql0 https://t.co/gWHNoSeYZ0"
Wed Apr 09 05:36:01 +0000 2025,🦁🐯🐻 (and AI ✨)! Kicking off #GoogleCloudNext tonight with a sneak peek at how AI is helping to enrich the Wizard of Oz experience coming to @SphereVegas later this year. (p.s. I’ve never felt so small and large simultaneously; was like being in a quantum state.) https://t.co/C6bAQStejz
Tue Apr 08 23:32:06 +0000 2025,"@GeminiApp app update:  * Best model (Gemini 2.5 Pro) now powers Deep Research * 20 reports per day * 150 countries * 45+ languages  In my testing, the analysis really shines with 2.5 Pro. Throw it your hardest questions and let us know!  Available for paying customers today."
Tue Apr 08 04:02:22 +0000 2025,"We are expanding AI Mode in Search to many more, Opt-in via Labs to try it today → https://t.co/rXwnjXEYOO"
Tue Apr 08 03:50:30 +0000 2025,Love how simple Gemini's new camera/screen share is – just point your camera or share your screen + ask away. Available now for everyone on Pixel 9 &amp; Galaxy S25 users and Gemini Advanced users on Android. Excited to see Project Astra come to life!
Sat Apr 05 21:38:41 +0000 2025,"Never a dull day in the AI world! Congrats to the Llama 4 team, Onwards!"
Thu Apr 03 16:22:12 +0000 2025,"Google Gemini 2.5 is the first public AI model to definitively  beat the level of performance of human PhDs with access to Google on hard multiple choice problems inside their field of expertise (around 81%).  All AI tests are flawed, but GPQA Diamond has been a pretty good one."
Thu Apr 03 03:04:48 +0000 2025,"I just fed Gemini 2.5 Pro the failing test message, all the test files, models, services, and views of a medium-sized Ruby on Rails SaaS project (~800k tokens).  Before that, I spent about an hour trying (and failing) to debug it myself.  It found the problem and fixed it in ~1…"
Wed Apr 02 22:50:04 +0000 2025,"Google DeepMind has released a new flagship model, Gemini 2.5 Pro.  We evaluated it on GPQA Diamond, and found a score of 84%, exactly matching the result reported by Google. This is the best result we have found on this benchmark to date! https://t.co/CwrnTgHTDn"
Wed Apr 02 22:49:57 +0000 2025,"Big update to our MathArena USAMO evaluation: Gemini 2.5 Pro, which was released *the same day* as our benchmark, is the first model to achieve non-trivial amount of points (24.4%). The speed of progress is really mind-blowing. https://t.co/k6ePaqBbpy"
Wed Apr 02 19:36:16 +0000 2025,"I first heard Thomas share his story last fall, and I’ve carried it with me ever since. It gets to the heart of how AI coupled with human ingenuity can help in moments that matter, and offer hope."
Tue Apr 01 01:01:48 +0000 2025,Now everyone can code + create with Gemini 2.5 Pro using Canvas in the @GeminiApp – our most advanced model + SOTA across many benchmarks. Give it a try!
Sun Mar 30 23:13:22 +0000 2025,"To MCP or not to MCP, that's the question. Lmk in comments"
Sun Mar 30 00:28:37 +0000 2025,2.5 Pro shipped today to everyone! 🚀 Find it in the drop-down here: https://t.co/C01y0sxAj3
Sat Mar 29 02:21:05 +0000 2025,"Gemini 2.5 Pro, available to all users in @cursor_ai!   It’s time to build 🚢"
Fri Mar 28 22:05:13 +0000 2025,Super impressed with @Waymo today in SF. When I got out the car I left a small brown paper bag  on the back seat with my dog's medicine in it. The car detected the object immediately and used the external speakers to notify me (across the street!) I had left something in the car. https://t.co/2EBBwT1hRZ
Fri Mar 28 17:54:23 +0000 2025,"And by ‘in the coming weeks,’ we actually meant 3 days.  Gemini 2.5 Pro Experimental is now available on #VertexAI → https://t.co/2FeehxvpmU"
Wed Mar 26 17:24:01 +0000 2025,"Google’s new Gemini 2.5 Pro Experimental takes the #1 position across a range of our evaluations that we have run independently  Gemini 2.5 Pro is a reasoning model, it ‘thinks’ before answering questions. Google has released it as an experimental API in AI Studio only, and has… https://t.co/LkAwaVHdEl"
Wed Mar 26 17:20:15 +0000 2025,WE HAVE A NEW BEST MODEL IN THE WORLD!  GEMINI 2.5 IS #1 ON LIVEBENCH https://t.co/6rm6j30CsU
Wed Mar 26 16:53:58 +0000 2025,"The new Gemini 2.5 Pro is very good in translation. The first thinking model to actually do it right and one-shot some of my difficult benchmarks.   Yeah, o1 pro and Claude 3.7 have much worse translation CoT, in my taste.   Nice to see wordcels finally served well. https://t.co/IIZ6oIYZEy"
Wed Mar 26 04:54:56 +0000 2025,"Gemini 2.5 Pro is a very good model, seems like a real step forward, in both metrics and practical use.  I think because it is labelled 2.5 and was sort of quietly rolled out, people may miss how big a jump it is, but discussions are making me think others are feeling similarly."
Wed Mar 26 03:45:16 +0000 2025,Gemini 2.5 Pro is insane at coding.  It's far better than anything else I've tested.  Below are ONE SHOT demos 🧵 https://t.co/ZlCTqxgeSe
Wed Mar 26 01:20:14 +0000 2025,🚨 Gemini 2.5 Pro Exp dropped and it's now #1 across SEAL leaderboards:  🥇 Humanity’s Last Exam 🥇 VISTA (multimodal) 🥇 (tie) Tool Use 🥇 (tie) MultiChallenge (multi-turn) 🥉 (tie) Enigma (puzzles)  Congrats to @demishassabis @sundarpichai &amp; team!  🔗 https://t.co/pVIgk6rIcL https://t.co/06gnoqYBA4
Tue Mar 25 17:12:50 +0000 2025,"BREAKING: Gemini 2.5 Pro is now #1 on the Arena leaderboard - the largest score jump ever (+40 pts vs Grok-3/GPT-4.5)! 🏆  Tested under codename ""nebula""🌌, Gemini 2.5 Pro ranked #1🥇 across ALL categories and UNIQUELY #1 in Math, Creative Writing, Instruction Following, Longer… https://t.co/LAQguBUNZK"
Tue Mar 25 16:45:31 +0000 2025,Nebula https://t.co/RWL8UitHmw
Tue Mar 25 15:03:25 +0000 2025,D.C.: We’re on our way! 🚘🇺🇸🎊
Wed Mar 19 17:12:18 +0000 2025,"Quest Diagnostics is using Google Cloud's AI, including Agentspace, across R&amp;D, customer experience and operations, to help create new, personalized services for patients, clients, and employees.  https://t.co/ueIuABv2lJ"
Tue Mar 18 21:31:15 +0000 2025,"Our ongoing and deep partnership with @NVIDIA spans the early days of Android to today’s cutting-edge AI collaborations across Alphabet. I’m really excited about the next phase of our partnership as we work together on agentic AI, robotics, and bringing the benefits of AI to more…"
Tue Mar 18 17:45:58 +0000 2025,"1/6 @assaf_rappaport thought I was Don Valentine when we first met. A mistaken encounter turned into a decade-plus relationship with @sequoia leading the earliest rounds in Assaf’s first company, Adallom, and @wiz_io.  Today @Google announced its intent to acquire Wiz. https://t.co/W86CKsjNbA"
Tue Mar 18 16:10:30 +0000 2025,Congratulations to @wiz_io on today’s milestone!  This team is unstoppable. Not even a remote camping trip for our founders could stop @assaf_rappaport from doing a live TV interview via Starlink back in 2021. https://t.co/bFHg67BwzE
Tue Mar 18 12:38:23 +0000 2025,"From our earliest days, Google’s strong security focus has made us a leader in keeping people safe online. Today, businesses and governments are looking for even stronger security solutions and greater choice in cloud computing providers. Together, @GoogleCloud + @Wiz_io will…"
Mon Mar 17 21:44:22 +0000 2025,"Gemini Deep Research update 🌐  Thanks to the incredible response to expanding Deep Research for everyone, we've doubled the number of monthly reports available for Gemini users at no cost &amp; are now 100% rolled out on mobile.  Happy researching! → https://t.co/eEMqPeKFgp Upgrade…"
Mon Mar 17 20:45:28 +0000 2025,"I was glad to talk to @CadeMetz about Google’s decade long investment in AI chips and data centers, including our TPUs. This @nytimes story is a great look at all the innovations behind the scenes that power things like Search and Gemini - and how the AI platform shift is…"
Mon Mar 17 12:07:12 +0000 2025,"We have liftoff! After a successful launch this weekend, the first FireSat satellite is now orbiting Earth 🛰️ It’s the first of a 50+ satellite constellation that will help detect + track wildfires as small as 5x5 meters, using AI. Huge thanks to partners @MuonSpace @EarthFireAll… https://t.co/QlaNHXOssD"
Fri Mar 14 21:16:13 +0000 2025,"Whether you’re searching for pi or 🥧, Happy Pi Day to all who celebrate! https://t.co/MEjWPCUTDS"
Fri Mar 14 20:12:06 +0000 2025,"Google's latest open weights model, Gemma 3, is very impressive. In our Box AI Enterprise Eval it scored substantially better than Gemma 2 (and very close to Gemini 2.0 Flash) for data extraction from enterprise docs. AI just getting cheaper and more powerful. https://t.co/pbHCHtfcGh"
Thu Mar 13 20:45:27 +0000 2025,"Next batch of @NotebookLM updates rolling out:  * Even smarter answers, powered by Gemini 2.0 Thinking * See citations in your notes, not just in the Q&amp;A (top request) * Customize the sources used for making your podcasts and notes (top request) * Much smoother scrolling for Q&amp;A… https://t.co/EbDrBH5wLS"
Tue Mar 04 16:52:59 +0000 2025,Today we are launching Waymo One for Austin riders on the @Uber app! We are laser-focused on bringing Waymo One to more riders.
Sat Mar 01 05:12:36 +0000 2025,"For the first time, Google Gemini is #1 on @OpenRouterAI monthly ranking. We also take in 3 positions out of the top 5.   Thank you @OpenRouterAI for the partnership 🙏  And huge, huge thanks to the whole team, you're all awesome. https://t.co/5MDghwEJQo"
Thu Feb 27 19:03:48 +0000 2025,"Exciting new @Waymo milestone: Waymo One is now serving 200k+ paid trips each week across LA, Phoenix and SF - that’s 20x growth in less than two years! Up next: Austin, Atlanta and Miami. https://t.co/K2bENRTjik"
Thu Feb 27 02:04:37 +0000 2025,"Incredible news: @YouTube has reached over 1 billion monthly active podcast users. Huge thanks to our amazing creators for making this possible. Your talent and dedication have made YouTube the go-to platform for podcasts, and we're just getting started."
Tue Feb 25 18:00:53 +0000 2025,"New Gemini 2.0 updates for developers: Starting today, you can use Gemini Code Assist for free in your favorite IDE. It’s Gemini 2.0 fine-tuned for coding, including 180K code completions/ month - *90x* what others currently offer 👀  Plus, Gemini 2.0 Flash-Lite is now GA and…"
Sat Feb 22 22:07:55 +0000 2025,"Have been spending my Saturday increasing people’s Gemini API rate limits, love seeing so much cool stuff being built.   Compute really is the bottleneck of innovation today."
Wed Feb 19 01:50:40 +0000 2025,"Gemini 2.0 is shockingly good at transcribing audio.  Speaker labels, timestamps to the second; it even recognises sounds like laughter and ringing bells, and correctly identifies songs. All out of the box.   Just upload the audio file and tell it to transcribe.  (Sometimes it… https://t.co/YjgJ29jKmh"
Wed Feb 12 12:16:27 +0000 2025,"It was great meeting with President Tinubu @officialABAT. We talked about the immense potential of AI in Nigeria, and how we can partner to expand AI skills, enable innovation, and support Nigeria’s growing tech ecosystem. https://t.co/xA46tQyxX7"
Tue Feb 11 19:10:13 +0000 2025,Delighted to meet with PM @narendramodi today while in Paris for the AI Action Summit. We discussed the incredible opportunities AI will bring to India and ways we can work closely together on India’s digital transformation https://t.co/OXA3vfQ6OT
Fri Jan 31 20:10:42 +0000 2025,Excited to make @NVIDIA’s Blackwell B200 GPU available to @GoogleCloud customers today!
Thu Jan 23 00:21:48 +0000 2025,"Super excited about all the Android updates we’re bringing to the Galaxy S25 series. With Gemini on Android, you can get the help you expect from a truly helpful assistant. Check out our blog post to learn more. https://t.co/r2uIBS9bAq  @SamsungMobile @Android"
Wed Jan 22 00:01:52 +0000 2025,"Cool to see that our updated Flash Thinking model improves for user queries in lmsys arena: especially in hard prompts, coding and instruction following.  You'll find the new model is a fair bit more verbose, which seems to confuse the lmsys ""style control"" formula. I find the…"
Tue Jan 21 23:53:43 +0000 2025,Next version of our thinking model series + Code execution + 1M token context! The progress on scaling thinking is incredible and will continue to iterate - available on Google AI Studio! More to come
Mon Jan 20 20:41:42 +0000 2025,Congratulations to @POTUS Donald Trump and @VP JD Vance on your inauguration. We look forward to working with you to usher in a new era of technology + AI innovation that will benefit all Americans.
Wed Jan 15 18:17:13 +0000 2025,"To all of our employees, the YouTube creator community, and everyone in LA, please stay safe and know we’re here to support."
Wed Jan 01 18:06:09 +0000 2025,Happy New Year! Lots to look forward to in 2025.
Thu Dec 26 03:12:05 +0000 2024,"Sending warm thoughts on the first night of Hanukkah, may the holiday be full of blessings. https://t.co/NnOmOYr1gX"
Wed Dec 25 17:08:43 +0000 2024,Merry Christmas! Wishing everyone peace and joy this holiday season. https://t.co/9EUTE8cfEG
Tue Dec 24 01:47:03 +0000 2024,"Incredible end to an extraordinary year, more to come in 2025:)"
Fri Dec 20 05:50:43 +0000 2024,"The Gemini cookbook is the top trending repository on GitHub.  Examples, API documentation, and more!  https://t.co/OyIh7iS94C https://t.co/O7r4DJQoXS"
Thu Dec 19 17:09:07 +0000 2024,Our most thoughtful model yet:)
Wed Dec 18 18:06:12 +0000 2024,Which model is best for turning natural language into SQL?  Querying minds want to know...  Gemini models in the top 4 positions.
Tue Dec 17 02:37:24 +0000 2024,"Everything here is 100% generated w/ Google Veo 2. I've got early access, and the visual fidelity and prompt adherence is genuinely nuts.  Let's test it together and have some fun. Drop your prompts below -- and for the next hour or so I'll reply with videos 👇 https://t.co/7UupqatLIL"
Fri Dec 13 20:29:15 +0000 2024,Gemini 2.0 Flash on Hallucination leaderboard  Gemini shows its strength day by day https://t.co/dCdHduy7Dl
Fri Dec 13 18:09:50 +0000 2024,"The call in feature on notebooklm to ask questions on the podcast is super fun, check it out as it is rolling today with a bunch of new features"
Thu Dec 12 15:45:30 +0000 2024,"Congrats to Gukesh D , incredible to become youngest world champion at 18!! 🇮🇳🎈"
Wed Dec 11 21:40:43 +0000 2024,"@sundarpichai Flash is already super impressive—possibly the best—when taking into account all of price, speed, and accuracy. So this is next level. Can’t wait to try it."
Wed Dec 11 18:42:39 +0000 2024,"Gemini 2.0 Flash has native image outputs! Congrats to the awesome team that built it.  I find the example at 1:15 super cool: to change the car's color and add beach gear, the model generates two images step-by-step using visual chain of thought. https://t.co/zLl14JUEG1"
Wed Dec 11 18:42:09 +0000 2024,"The new Deep Research feature from Google feels like one of the most appropriately ""Google-y"" uses of AI to date, and is quite impressive.  I've had access for a bit and it does very good initial reports on almost any topic. The paywalls around academic sources puts some limits. https://t.co/dwSqr6aKGZ"
Wed Dec 11 15:42:56 +0000 2024,"Here’s a peek at the future: Project Astra, our prototype showing glimmers of a universal AI assistant. We showed an early glimpse of it at I/O, and it’s now in the hands of trusted testers. Here’s how Robbie is using it. Can’t wait til we start shipping, 2025 is going to be an… https://t.co/rci2XeyeHp"
Sun Dec 08 18:47:21 +0000 2024,"Congrats to @ZBrownCEO @LandoNorris @OscarPiastri and the whole @McLarenF1 team for this historic championship! 🏆 Great race, terrific season. https://t.co/At0OhwHJal"
Wed Dec 04 19:34:12 +0000 2024,Incredible progress ahead!
Thu Nov 28 20:44:13 +0000 2024,"Happy Thanksgiving! Grateful to spend time with family and friends, and for our users, partners, and Googlers around the world:)"
Tue Nov 26 04:31:31 +0000 2024,"We continue to invest in data centers across the US, from South Carolina to Nevada. In Nebraska, we’ve invested $930M+ this year to support expansions in Lincoln, Papillion + Omaha to meet growing demand for cloud, AI innovation and digital services. https://t.co/iIxrgFSBPp"
Wed Nov 20 16:10:58 +0000 2024,"AlphaQubit draws on Transformers to decode quantum computers, leading to a new state of the art in quantum error correction accuracy. An exciting intersection of AI + quantum computing - we’re sharing more in @Nature today. https://t.co/annb88XUIO"
Thu Nov 14 17:57:53 +0000 2024,Reducing blood sample delivery from 30 min to 2 min (!) means faster results and quicker care for patients in critical need. Important use case for drone technology - well done to @Wing @apianaero @NHSuk   https://t.co/BPANo3Gr00
Thu Nov 14 17:31:21 +0000 2024,📈 more to come
Thu Nov 14 16:37:59 +0000 2024,"The @Geminiapp is now on iPhone, including Gemini Live in 13 languages (more to come). It’s available in the App Store starting today. https://t.co/SXecf4lBsA https://t.co/3urn09b6AT"
Mon Nov 11 17:01:35 +0000 2024,"Thank you to all the veterans for their selfless service. We’re proud to support @HiringOurHeroes to help servicemembers and their families earn Google Career Certificates in fields like cybersecurity, IT support + more. Applications are open! https://t.co/nabW70Bdo0"
Wed Nov 06 17:02:40 +0000 2024,Congratulations to President @realDonaldTrump on his decisive victory. We are in a golden age of American innovation and are committed to working with his administration to help bring the benefits to everyone. https://t.co/IPX7AJ8VvI
Thu Oct 31 18:00:04 +0000 2024,"Say hello to Grounding with Google Search, available in the Gemini API + Google AI Studio!  You can now access real time, fresh, up to date information from Google Search when building with Gemini by enabling the Grounding tool.  https://t.co/oGVTOKHfM8"
Thu Oct 31 16:31:35 +0000 2024,"Exciting week for @GoogleMaps. Hit the 2B monthly user mark, and now you can ask Maps more complex questions, thanks to Gemini’s creation, reasoning + summarization capabilities, grounded in our knowledge of 250M+ places around the world. https://t.co/0c9sJ7OoJf"
Thu Oct 31 15:30:43 +0000 2024,Wishing everyone a bright and joyful Diwali filled with warmth and light! 🪔 https://t.co/umIcrSCyle
Tue Oct 29 16:39:31 +0000 2024,"Excited to see Gemini models coming to @Github Copilot, starting with Gemini 1.5 Pro. Its native multimodal capabilities + 2M long context window are great for handling large-scale code bases, glad more devs will be able to use it. https://t.co/ToO8SDslQV"
