created_at,full_text,sentiment,compound
Mon Jun 09 18:32:02 +0000 2025,People who were already violating the law are only violating the law because President Trump started enforcing the law.   This is the logic of Newsom and his stooges.,negative,-0.7906
Mon Jun 09 18:26:12 +0000 2025,😀,neutral,0.0
Mon Jun 09 18:20:03 +0000 2025,🚨BREAKING: Tesla Model Y was the best-selling SUV in China for May 2025 🇨🇳,neutral,0.0
Mon Jun 09 18:18:14 +0000 2025,The riots in LA aren't happening because ICE broke the law. They're happening because ICE is actually enforcing the law.   Think about that for a second.,negative,-0.7269
Mon Jun 09 08:12:19 +0000 2025,"If Elon Musk hadn’t bought twitter, none of us would know what was going on in LA right now",neutral,0.0
Mon Jun 09 06:11:25 +0000 2025,"You can’t have a body without skin, a house without walls, or a country without a border.",neutral,0.0
Mon Jun 09 03:41:39 +0000 2025,🤨,neutral,0.0
Mon Jun 09 03:37:00 +0000 2025,LA officials choose not to and now don't even seem to be able to support ICE and getting illegal immigrants out of our country.   ICE needs help. So the federal government should make sure they get the help they need so they can do their job as safely and  as effectively…,positive,0.8402
Mon Jun 09 03:26:24 +0000 2025,It’s wild,neutral,0.0
Mon Jun 09 02:08:40 +0000 2025,This is not ok,negative,-0.2235
Mon Jun 09 02:04:14 +0000 2025,"Star Wars billboard in Tokyo, Japan (1978)",negative,-0.5574
Mon Jun 09 02:00:38 +0000 2025,🇺🇸🇺🇸,neutral,0.0
Mon Jun 09 01:27:50 +0000 2025,Make California America Again,neutral,0.0
Mon Jun 09 01:25:23 +0000 2025,The number of satellites launched into space has grown incredibly fast,positive,0.2023
Mon Jun 09 01:18:37 +0000 2025,Age of these businesses:  Tesla: 22 years SpaceX: 23 years Google: 27 years Netflix: 28 years Amazon: 31 years Nvidia: 32 years Apple: 49 years Microsoft: 50 years Intel: 57 years Sony: 79 years HP: 86 years Samsung: 87 years IBM: 114 years Nintendo: 136 years Nokia: 160 years,negative,-0.2263
Mon Jun 09 00:57:50 +0000 2025,I hope we make it at least to Type II,positive,0.4404
Mon Jun 09 00:19:47 +0000 2025,Reading papers in 2020 vs  reading papers in 2025,neutral,0.0
Sun Jun 08 23:47:44 +0000 2025,NEURALINK AND GROK GIVE ALS PATIENT A VOICE  Epic breakthrough with Neuralink and Grok stepping up for ALS.   The Lifeline:  • Thought Texts: Thoughts turned into text.   • Grok Assist: Finishes his sentences like a psychic sidekick  • Voice Clone: AI revives his real voice.…,positive,0.6486
Sun Jun 08 23:47:10 +0000 2025,That’s an old pic. Starship will get longer.,neutral,0.0
Sun Jun 08 23:31:14 +0000 2025,"High-speed internet on any adventure, enabled by Starlink 🛰️⛰️",positive,0.3182
Sun Jun 08 23:25:34 +0000 2025,"It’s outrageous how much character assassination has been directed at me, especially by me!",negative,-0.8016
Sun Jun 08 23:04:21 +0000 2025,I went to the LA protest against ICE deportations. Here’s some of what I saw.,negative,-0.25
Sun Jun 08 21:02:09 +0000 2025,"“Starship is fully reusable, but will have twice the payload to orbit of the next biggest rocket that made it to orbit, which is the Saturn V.   In fact, without reusability, Starship would have about 400 tons of payload to orbit.”",neutral,0.0
Sun Jun 08 20:22:03 +0000 2025,"“Everything that @elonmusk does with @tesla &amp; @SpaceX is absolutely brilliant .. he is thee Einstein of our age, that’s a fact.” - Sandy Munro, manufacturing expert",positive,0.624
Sun Jun 08 20:10:38 +0000 2025,"Elon Musk “Do you want a future where we're out there among the stars exploring the universe, or do you want a future where we're stuck on Earth forever?”  I think we want the super-exciting future where we're out there exploring the galaxy. That sounds great to me.  I think it's…",positive,0.6124
Sun Jun 08 19:44:29 +0000 2025,𝕏 is the #1 news source on Earth,neutral,0.0
Sun Jun 08 19:38:12 +0000 2025,"Elon Musk’s biggest contribution to free speech  “Literally within a few days, maybe even the same day of it being announced that he was buying it, I had put out a clip on my channel where I said: Of all things that Elon Musk has ever done or will ever do, none will ever count as…",positive,0.5106
Sun Jun 08 19:19:55 +0000 2025,Elon Musk's car is orbiting Earth and Mars. Let that sink in!,neutral,0.0
Sun Jun 08 19:19:35 +0000 2025,"More unused phone lines!  @USGSA saved ~$800k/year by eliminating ~1,700 unused plans, switching plans for many of the remaining ones, and eliminating 2,218 unused cellular equipment payments.  @SBA reduced its VOIP licenses from 9,195 to 2,690, eliminating 6,505…",positive,0.4753
Sun Jun 08 19:16:04 +0000 2025,"Starlink enables high-speed internet on the go, even in the most remote areas 🛰️🚗",neutral,0.0
Sun Jun 08 17:57:45 +0000 2025,That was an eye-opener indeed,neutral,0.0
Sun Jun 08 17:23:36 +0000 2025,"𝕏 CRUSHES IT: #1 NEWS APP GLOBALLY  𝕏 is owning the news game - no one’s even close!  The global scoop:  •⁠  ⁠Top Spot: #1 news app in 140+ countries - sorry, CNN  •⁠  ⁠Massive Reach: 600M monthly users can’t get enough - unmatched vibes  •⁠  ⁠Media Who: No platform…",negative,-0.8034
Sun Jun 08 17:19:30 +0000 2025,The Ax-4 crew and SpaceX teams completed a full rehearsal of launch day activities ahead of liftoff on Tuesday,neutral,0.0
Sun Jun 08 17:18:04 +0000 2025,Republicans Announce Plan To Keep Doing Opposite Of What Everyone Voted For Them To Do,neutral,0.0
Sun Jun 08 08:23:52 +0000 2025,🚨BREAKING: $TSLA OVERTAKES BYD IN 🇪🇺EUROPEAN MAY SALES,neutral,0.0
Sun Jun 08 08:21:52 +0000 2025,"Cathie Wood says if she could only pick one stock to invest in, she would choose $TSLA.   “It is a convergence of our three major platforms, Robots, Energy Storage, AI. It’s not stopping with Robotaxis, there’s a story beyond that with Humanoid Robots, and our $2600 PT (2030) has…",positive,0.3703
Sun Jun 08 08:21:08 +0000 2025,"Gad Saad: Elon Musk is a very, very humble guy.  “I found Elon to be incredibly engaging and very, very humble. Zero ego. We sat for four hours completely locked in, sometimes discussing some very personal, intimate things, sometimes discussing how to maintain human consciousness…",positive,0.4005
Sun Jun 08 08:10:46 +0000 2025,"🚨 Cathie Wood on Elon Musk:  ""I think he's the Thomas Edison of our age. I think he's a very good person. He wants to do the right thing, if I had to say one thing, he wants to do the right thing, to transform the lot of most of humanity.""",positive,0.4927
Sun Jun 08 07:57:07 +0000 2025,For humanity,neutral,0.0
Sun Jun 08 07:48:59 +0000 2025,Starlink providing reliable connectivity in the Brazilian Amazon 🛰️❤️,positive,0.1779
Sun Jun 08 07:47:26 +0000 2025,Walter Isaacson: Elon Musk isn't motivated by money or power. He deeply cares about humanity.,positive,0.2054
Sun Jun 08 07:45:27 +0000 2025,"I am still struggling with the implications of Optimus watching it on YouTube, learning how to do it with RL in simulation and nailing it zero-shot. This is the most important AI breakthrough of the year, I’d say. Implications go well beyond humanoid robots.",positive,0.101
Sun Jun 08 04:18:30 +0000 2025,"Falcon 9 and Dragon vertical at pad 39A in Florida. Targeting Tuesday, June 10 for launch of Ax-4 →",neutral,0.0
Sun Jun 08 01:38:25 +0000 2025,"“One day, we will indeed occupy Mars!”  — Elon Musk",neutral,0.0
Sun Jun 08 01:33:26 +0000 2025,"🧵 1/ Until the 1930s, state and local governments outspent the federal government—combined. In 1900, states and localities handled most public services, from schools to roads. Federal spending was a measly 2.7% of GDP, while state and local was higher.",neutral,0.0
Sat Jun 07 23:17:22 +0000 2025,"Simone Biles made her name in WOMEN’S gymnastics. A sex-protected category.   Now she’s attacking @Riley_Gaines_ for defending the exact same principle in softball.  If biological men had been allowed in your sport, @Simone_Biles , you’d be an anonymous footnote.",negative,-0.4588
Sat Jun 07 19:04:20 +0000 2025,Most entertaining outcome is most likely,positive,0.4927
Sat Jun 07 19:02:19 +0000 2025,"Type III: A civilization that commands the energy resources of an entire galaxy, harnessing energy from billions of stars and other galactic phenomena. This would involve technologies far beyond current human comprehension, like manipulating black holes or extracting energy from…",positive,0.6486
Sat Jun 07 17:52:31 +0000 2025,Starship,neutral,0.0
Sat Jun 07 17:50:55 +0000 2025,Falcon 9 and Dragon rolled out to pad 39A in Florida earlier today ahead of Tuesday’s launch of @Axiom_Space’s Ax-4 mission to the @Space_Station,neutral,0.0
Sat Jun 07 08:50:41 +0000 2025,"Milei reduced government spending 30% and achieved a surplus in only 1 month.  His popularity didn't fall, it rose.   Don't tell me fiscal discipline isn't popular with general public.  It's just unpopular to the powerful special interests that control DC.",positive,0.8057
Sat Jun 07 08:11:30 +0000 2025,Starlink Mini is compact and connects to high-speed internet in minutes 🛰️🍌,neutral,0.0
Sat Jun 07 07:27:10 +0000 2025,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship,neutral,0.0
Sat Jun 07 07:16:54 +0000 2025,🎯,neutral,0.0
Sat Jun 07 00:34:31 +0000 2025,"🚨🇺🇸 THE AMERICA PARTY: ELON'S VISION TO DISMANTLE THE ESTABLISHMENT  When 5.6 million people tell you they're politically homeless, perhaps it's time to bulldoze the entire neighborhood.   Elon's proposed ""America Party"" resonated with 80.4% of respondents who are tired of the…",positive,0.7154
Sat Jun 07 00:31:29 +0000 2025,Alarming,negative,-0.128
Fri Jun 06 23:06:10 +0000 2025,"🚨 𝕏 is now the #1 app in News &amp; Magazines in Germany 🇩🇪  People are done with filtered headlines. They want raw truth, real-time updates, and open debate.  This is just the beginning.",positive,0.3818
Fri Jun 06 22:48:01 +0000 2025,BREAKING: 𝕏 is back at #1.  Top spot in the News category on the U.S. App Store — and in Free apps too.,positive,0.6249
Fri Jun 06 22:42:30 +0000 2025,Solar power is so obviously the future for anyone who can do elementary math,neutral,0.0
Fri Jun 06 22:39:55 +0000 2025,Hmm,neutral,0.0
Fri Jun 06 22:30:39 +0000 2025,Flight 10 Super Heavy Booster,positive,0.5994
Fri Jun 06 22:30:09 +0000 2025,"Rep. Roy: ""The truth is, our whole budget has grown from about 3.6 trillion a decade ago to 7.2 trillion.   Now it's doubled and everybody wants to applaud themselves for $160 billion of reductions and increases? I'm sorry, I don't think that's good enough.""",positive,0.3806
Fri Jun 06 22:16:18 +0000 2025,The America Party,positive,0.4019
Fri Jun 06 22:08:46 +0000 2025,The people have spoken. A new political party is needed in America to represent the 80% in the middle!  And exactly 80% of people agree 😂  This is fate.,positive,0.6696
Fri Jun 06 21:17:22 +0000 2025,😇,neutral,0.0
Fri Jun 06 21:10:55 +0000 2025,Congress is bankrupting America,neutral,0.0
Fri Jun 06 19:05:40 +0000 2025,"Stock performance over 15 years:  Tesla: +18,800% BYD: +548% Tata Motors: +370% Subaru: +345% Toyota: +314% Volvo: +215% Kia: +177% BMW: +100% Honda: +49% Hyundai: +42% Mercedes-Benz: +41% Renault: +40% GM: +39% Volkswagen: +30% Porsche: +26% Ford: -11% Mazda: -27% Nissan: -45%",negative,-0.6369
Fri Jun 06 19:00:42 +0000 2025,BREAKING: 𝕏 is now the #1 news app on the AppStore in Saudi Arabia.,neutral,0.0
Fri Jun 06 18:51:06 +0000 2025,SpaceX just conducted a static fire of Booster 16 ahead of Starship Flight 10,negative,-0.34
Fri Jun 06 18:00:33 +0000 2025,"Record-Low Births Shake Japan  Japan recorded fewer than 700,000 births in 2024 for the first time since records began in 1899, with 686,061 babies born—a drop of over 41,000 from 2023 and the ninth straight year of decline.  The fertility rate fell to a record low of 1.15, while…",negative,-0.4588
Fri Jun 06 17:45:24 +0000 2025,Great work by @usedgov and @DOGE taking action on long-running fraud in federal student aid estimated to cost taxpayers &gt; $1B/year and contributed to shortfalls in education funding available to low income students.   The Dept. Of Education disburses $120 billion in student aid…,negative,-0.2023
Fri Jun 06 17:27:15 +0000 2025,"Starship at Cape Canaveral: “SpaceX would launch Starship-Super Heavy from SLC-37 up to 76 times per year. This would also include 76 Starship static-fire tests, 76 Super Heavy static-fire tests, 76 Super Heavy landings, and 76 Starship landings. Approximately half of the…",positive,0.8316
Fri Jun 06 17:08:14 +0000 2025,Just leaving this here as a reminder,neutral,0.0
Fri Jun 06 17:01:04 +0000 2025,Starlink now in Dominica!,neutral,0.0
Fri Jun 06 14:52:58 +0000 2025,Congratulations Tesla Giga Berlin team!!,positive,0.6688
Fri Jun 06 07:54:53 +0000 2025,This is why Republicans will likely lose the House in 2026 and then Democrats will spend two years investigating and impeaching President Trump.  Trump and the Republicans in Congress need to deliver. We want budget cuts. We want agencies shut down. We don't want big govt.,negative,-0.4588
Fri Jun 06 07:29:29 +0000 2025,It’s a borrowing limit.  It’s not a function / it’s a rule violated by a weak Congress regularly…,negative,-0.743
Fri Jun 06 07:10:05 +0000 2025,"Jesse Watters: “The media said that Musk was the co-president… The media said Trump was doing favors for Elon Musk. Well, if you look at this big, beautiful bill, there’s no favors for Elon Musk in it at all”",positive,0.7783
Fri Jun 06 07:07:30 +0000 2025,"""The Federal Government today pays more in interest on the debt than we do in budget for the Department of Defense. We pay $1.2B a year in JUST interest on debt. Total government spending is about $7T. Interest payments are $1.2T. DOD is $800B a year. Total debt is $35T and it…",positive,0.4865
Fri Jun 06 07:00:08 +0000 2025,"During the Los Angeles wildfires in January 2025, Starlink, SpaceX’s satellite internet service, played a significant role in maintaining communication in areas where traditional infrastructure was disrupted.",positive,0.4939
Fri Jun 06 03:46:44 +0000 2025,SpaceX’s @Starlink is giving one month of free service to new and existing users in wildfire-affected areas of Canada 🇨🇦,positive,0.6908
Fri Jun 06 02:09:46 +0000 2025,"Check out these Starlink Minis on taxis in Zimbabwe  Connectivity isn't something we usually think about too much in Europe or the US, but Starlink is crucial for things like this in places like Zimbabwe",positive,0.7579
Fri Jun 06 02:08:57 +0000 2025,What an amazing video from Vast.   I cannot wait to see this become reality!,positive,0.6239
Fri Jun 06 01:48:30 +0000 2025,😂🎯,neutral,0.0
Fri Jun 06 01:29:04 +0000 2025,🇺🇸🇺🇸🇺🇸🇺🇸 Team America 🇺🇸 🇺🇸 🇺🇸🇺🇸,neutral,0.0
Fri Jun 06 01:21:13 +0000 2025,"If America goes broke, nothing else matters",negative,-0.4356
Fri Jun 06 01:16:56 +0000 2025,😂,neutral,0.0
Fri Jun 06 00:56:02 +0000 2025,"I’d vote for it if we got real spending cuts. But this bill is the largest debt increase in U.S. history—$5T.   That’s like giving your 16-year-old a credit card, watching them rack up $2K on booze and gambling, then raising their limit to $10K. Irresponsible.",positive,0.6124
Fri Jun 06 00:26:34 +0000 2025,"In response to the Canadian wildfires, Starlink is providing one month of free service to existing and new customers in the impacted areas →",positive,0.5106
Thu Jun 05 22:06:43 +0000 2025,"Elon’s stance is principled.  Trump’s stance is practical.  Tech needs Republicans for the present.  Republicans need Tech for the future.  Drop the tax cuts, cut some pork, get the bill through.",negative,-0.6597
Thu Jun 05 20:14:04 +0000 2025,🤨,neutral,0.0
Thu Jun 05 20:11:33 +0000 2025,💯😂,neutral,0.0
Thu Jun 05 20:05:23 +0000 2025,🤨,neutral,0.0
Thu Jun 05 18:49:49 +0000 2025,"This just gets better and better 🤣🤣  Go ahead, make my day …",positive,0.7003
Thu Jun 05 18:45:55 +0000 2025,"What Elon Musk is doing is genuinely heroic.  He will win no friends in politics and will be ostracised by the current administration. But he is totally right.   We (the entire Western world) simply cannot go on pretending our way of life is sustainable.  Historically, countries…",positive,0.5727
Thu Jun 05 18:45:41 +0000 2025,This is what he said about Jared,neutral,0.0
Thu Jun 05 18:37:15 +0000 2025,Who is right?,neutral,0.0
Thu Jun 05 18:36:26 +0000 2025,Congress is spending America into bankruptcy!,neutral,0.0
Thu Jun 05 18:35:09 +0000 2025,I super agree with this guy 👇,positive,0.7506
Thu Jun 05 18:27:15 +0000 2025,“Balanced budget or bust!” - @LeaderJohnThune,neutral,0.0
Thu Jun 05 18:25:41 +0000 2025,Where is the John Thune of 2020??,neutral,0.0
Thu Jun 05 18:23:34 +0000 2025,Not even those in Congress who had to vote on the Big Ugly Spending Bill had time to read it!,negative,-0.5562
Thu Jun 05 18:21:16 +0000 2025,Where is the Mike Johnson of 2023!?,neutral,0.0
Thu Jun 05 18:12:56 +0000 2025,"Tesla Dojo AI training computer making progress. We start bringing Dojo 2 online later this year.   It takes three major iterations for a new technology to be great. Dojo 2 is good, but Dojo 3 will be great.",positive,0.9011
Thu Jun 05 18:10:02 +0000 2025,This is me in 2021!,neutral,0.0
Thu Jun 05 18:08:56 +0000 2025,@elonmusk 🤣,neutral,0.0
Thu Jun 05 17:57:25 +0000 2025,Is it time to create a new political party in America that actually represents the 80% in the middle?,positive,0.5859
Thu Jun 05 17:48:10 +0000 2025,Kill Bill,negative,-0.6908
Thu Jun 05 17:47:11 +0000 2025,"NEWS: Tesla became the top-selling imported car brand in South Korea for the first time since entering the market thanks to the new Model Y.  According to May 2025 data, Tesla sold 6,570 vehicles, surpassing Mercedes (6,415) and BMW (6,405).",positive,0.4404
Thu Jun 05 17:45:26 +0000 2025,Exactly,neutral,0.0
Thu Jun 05 17:45:06 +0000 2025,"Dragon arrives at the hangar at pad 39A in Florida ahead of its first flight. Falcon 9 is targeted to launch Dragon and @Axiom_Space’s Ax-4 crew to the @Space_Station next Tuesday, June 10",neutral,0.0
Thu Jun 05 17:44:22 +0000 2025,The Big Ugly Bill will INCREASE the deficit to $2.5 trillion!,negative,-0.5038
Thu Jun 05 17:42:57 +0000 2025,He’s not wrong…,neutral,0.0
Thu Jun 05 17:42:41 +0000 2025,"Keep the EV/solar incentives cuts in the bill, also cut all the crazy spending increases in the Big Ugly Bill so that America doesn’t go bankrupt!",negative,-0.8908
Thu Jun 05 17:39:59 +0000 2025,"And the big, ugly spending bill will make things much worse",negative,-0.7506
Thu Jun 05 17:39:09 +0000 2025,I have been very consistent. Just stating facts.,neutral,0.0
Thu Jun 05 17:38:33 +0000 2025,Remember this? @realDonaldTrump,neutral,0.0
Thu Jun 05 17:37:47 +0000 2025,I fully agree with Elon. I simply hope this doesn't create long term damage between Elon and Trump.,positive,0.1727
Thu Jun 05 17:34:17 +0000 2025,💯,neutral,0.0
Thu Jun 05 17:33:58 +0000 2025,"What a waste of time by our President.   Rather than making this about Elon, he should simply make clear:  1. The conditions under which this bill will reduce the deficit.  2. How he will create those conditions.  He was elected to lead, not fight with citizens.",positive,0.0987
Thu Jun 05 17:31:54 +0000 2025,Exactly,neutral,0.0
Thu Jun 05 17:29:44 +0000 2025,💯,neutral,0.0
Thu Jun 05 16:44:32 +0000 2025,Where is this guy today??,neutral,0.0
Thu Jun 05 16:26:55 +0000 2025,Elon continues to mount the high school pressure campaign 😂,negative,-0.296
Thu Jun 05 16:26:00 +0000 2025,🇺🇸,neutral,0.0
Thu Jun 05 16:25:37 +0000 2025,"False, this bill was never shown to me even once and was passed in the dead of night so fast that almost no one in Congress could even read it!",negative,-0.7579
Thu Jun 05 16:21:50 +0000 2025,🚨 BREAKING: U.S. inches toward $37 trillion national debt.,negative,-0.3612
Thu Jun 05 16:19:36 +0000 2025,"Whatever.   Keep the EV/solar incentive cuts in the bill, even though no oil &amp; gas subsidies are touched (very unfair!!), but ditch the MOUNTAIN of DISGUSTING PORK in the bill.   In the entire history of civilization, there has never been legislation that both big and beautiful.…",negative,-0.8287
Thu Jun 05 16:13:21 +0000 2025,"Keep the good, remove the bad",negative,-0.1531
Thu Jun 05 16:11:30 +0000 2025,Sensible move by President @realDonaldTrump,neutral,0.0
Thu Jun 05 16:10:14 +0000 2025,Slim Beautiful Bill for the win 🥇,positive,0.8271
Thu Jun 05 15:46:28 +0000 2025,I couldn’t agree more! 🇺🇸🇺🇸,positive,0.4199
Thu Jun 05 15:32:30 +0000 2025,"Kennedy: Musk is frustrated. I think he believes in my judgment correctly, that we're quickly becoming debt slaves—that congress needs to rearm the magical healing power of no, and I agree with it. Having said that, I'm not ready to throw in the towel on this bill.",negative,-0.7724
Thu Jun 05 15:28:16 +0000 2025,4 Essential Functions of Government according to Milton Friedman:  1) Defense from foreign enemies. 2) Protect the individual citizen from abuse/coercion by other citizens. 3) Define the rules. 4) Judicial System:  Mechanism for adjudicating disputes around the meaning of rules.,negative,-0.296
Thu Jun 05 15:20:16 +0000 2025,Wise words,positive,0.4767
Thu Jun 05 15:14:57 +0000 2025,Elon Musk “My initial interest in electric cars and solar was not environmentally driven. It was rather from the standpoint that we must have a long-term solution for the production of energy”,positive,0.6486
Thu Jun 05 14:52:30 +0000 2025,Yes,positive,0.4019
Thu Jun 05 14:49:52 +0000 2025,BREAKING: 𝕏 is now the #1 news app on the AppStore in Japan. 🇯🇵,neutral,0.0
Thu Jun 05 14:46:33 +0000 2025,"Community Notes show when they’re found helpful by people who normally disagree. What if we could do the same for posts, recognizing posts that are liked by people who normally disagree? We’ve heard requests for this for years since launching Community Notes, and we’re starting a…",positive,0.1027
Thu Jun 05 14:41:36 +0000 2025,That’s what it comes down to,neutral,0.0
Thu Jun 05 14:39:58 +0000 2025,Great work turning a lengthy paperwork retirement process into a simple digital one!,positive,0.6588
Thu Jun 05 14:37:53 +0000 2025,Congress Warns Failure To Pass Spending Bill Might Delay Destruction Of The Country,negative,-0.8658
Thu Jun 05 04:01:56 +0000 2025,Elon Musk: America is going bankrupt extremely quickly and everyone seems to be whistling past the graveyard.  “The Defense Department budget is a very big budget. It's a trillion dollars a year. And interest payments on the national debt just exceeded the Defense Department…,negative,-0.5106
Thu Jun 05 03:56:59 +0000 2025,"Elon Musk: We should not take American prosperity for granted. We have to reduce the size of government, reduce the spending, and live within our means.",positive,0.25
Thu Jun 05 03:29:17 +0000 2025,"The @Starlink Mini was so great to have for our family in Yellowstone yesterday.  There’s no cell service, yet we had perfect WiFi the entire 2+ hour drive each way which allowed 3 members of my family to do zoom calls and work while we drove there.  Road trip necessity. @SpaceX",positive,0.829
Thu Jun 05 03:28:29 +0000 2025,Exactly,neutral,0.0
Thu Jun 05 03:28:06 +0000 2025,BOOM 💥 ALL sitting members of congress will be terminated if the budget is not balanced  Senator Mike Lee “I’m drafting a constitutional amendment to oust every member of Congress whenever inflation exceeds 3%  It’s better to disqualify politicians than for an entire nation to…,positive,0.4404
Thu Jun 05 03:27:07 +0000 2025,🚨 #BREAKING: Sen. Mike Lee just announced he is drafting the amendment which would deem members of Congress INELIGIBLE for re-election if the deficit is more than 3% GDP  @ElonMusk just endorsed this earlier today.  LFG @BasedMikeLee! PUT MEMBERS ON RECORD! 🔥,negative,-0.3147
Thu Jun 05 02:48:17 +0000 2025,@AutismCapital It more than defeats all the cost savings achieved by the @DOGE team at great personal cost and risk,positive,0.1082
Thu Jun 05 02:47:48 +0000 2025,"@thatsKAIZEN Elon &amp; the @doge team faced great personal cost to find much more aggressive savings than congress has priced into this bill ($300b+)  It's an absolute travesty that Congress (especially republicans, who were so happy to get Elon's support in November) are not codifying these…",positive,0.7875
Thu Jun 05 02:47:04 +0000 2025,They’re calling it the “Big Beautiful Bill.” It’s not. It’s a multi-trillion debt bomb tied to a tax cut. It's gonna make you a slave.  Rand Paul wants a clean vote. He’s right. Elon called it “Debt Slavery.” Also right.  The 2017 tax cuts worked. Making them permanent makes…,positive,0.2982
Thu Jun 05 02:44:19 +0000 2025,1. Politicians make bill so long no one can read it  2. Politicians vote for bill and don’t read it  3. Politicians promise outcomes from bill they haven’t read  4. Bill does not produce outcomes  5. Politicians run for re-election promising to make more bills they won’t read,positive,0.3657
Thu Jun 05 02:41:59 +0000 2025,"Elon Musk opposing the “Big Beautiful Bill” shouldn’t be a shock to anyone. He literally sat next to Donald Trump and explained we need to cut spending, not pass more spending  Elon Musk explains how to end inflation and drop interest payments forever  “Provided the economy grows…",positive,0.2732
Thu Jun 05 02:39:44 +0000 2025,💯,neutral,0.0
Thu Jun 05 02:35:51 +0000 2025,🚨 BREAKING: @Starlink has almost 6M subscribers now across 136 countries.,neutral,0.0
Thu Jun 05 02:31:20 +0000 2025,Exactly,neutral,0.0
Thu Jun 05 02:30:41 +0000 2025,Falcon 9 delivers 27 @Starlink satellites to orbit from California,neutral,0.0
Thu Jun 05 02:30:21 +0000 2025,🇺🇸,neutral,0.0
Thu Jun 05 02:28:02 +0000 2025,"🇺🇸 CONSERVATIVES: ELON’S RIGHT, TRUMP’S WRONG  A flood of Fox News commenters are siding with Elon’s call for strict budget cuts and slamming Trump for failing to deliver.  Many accuse Trump of governing like a Democrat when it comes to debt, blasting his record as fiscally…",negative,-0.8788
Thu Jun 05 02:12:13 +0000 2025,"🚨🇺🇸 THE $5 TRILLION LIE: WHY RAND AND ELON ARE RIGHT ABOUT THE 'DEBT SLAVERY BILL'  They're calling it the ""Big Beautiful Bill.""   Rand Paul and Elon see it for what it is: fiscal suicide wrapped in a tax cut bow.  Paul's right to demand separate votes on tax cuts and the $5…",negative,-0.9345
Thu Jun 05 02:10:17 +0000 2025,Pretty much sums it up,positive,0.4939
