created_at,full_text
Sun Jun 08 17:22:42 +0000 2025,No one is exempt from this process. Having it go well depends on people's abilities to make frank assessments of strengths and weaknesses (most importantly weaknesses). While it's generally as difficult for managers to give this feedback as it is for their subordinates to hear… https://t.co/a4eunNEZrH
Sun Jun 08 15:07:16 +0000 2025,"Happy World Ocean Day and welcome to the OceanXplorer! We're heading to the UN Ocean Conference in France where world leaders, explorers, and scientists are gathering to protect the oceans and better understand them through exploration.  The ocean is our biggest, most important… https://t.co/Zste0ZMhNC"
Sat Jun 07 14:59:58 +0000 2025,Make sure they're fully informed and believable. Find out who is responsible for whatever you are seeking to understand and then ask them. Listening to uninformed people is worse than having no answers at all.  #principleoftheday https://t.co/yNSXkZl25a
Fri Jun 06 21:00:01 +0000 2025,"Like a doctor watching the human lifecycle, one can see and measure the progression and the risks to see and track the Big Cycle that progresses from the breaking down of one order through the emergence and evolving of next order. To understand and measure these cycles, I did a… https://t.co/VQnzfuQ67M"
Fri Jun 06 13:48:51 +0000 2025,"Remember that one man’s debts are another man’s assets. That means if you both weaken a currency and produce more of it, the value of that currency decreases.  This tradeoff is particularly challenging when a country has a large debt burden, like the U.S. today. In my new book,… https://t.co/zOip8vSLAN"
Thu Jun 05 19:09:06 +0000 2025,Throughout history only a very few well-disciplined countries have avoided them. That is because lending is never done perfectly relative to the incomes that are needed to service them and it is often done badly because people always want more which credit that turns into debt… https://t.co/1T4RWuYvuo
Thu Jun 05 13:44:53 +0000 2025,"If I had to pick the most important chapter from my new book, How Countries Go Broke: The Big Cycle, this would be it.   Because once you understand the big cycle and how it works, watching events unfold is like watching a movie that you have seen many times before.  You learn… https://t.co/WcfcVA7Bh4"
Wed Jun 04 16:16:24 +0000 2025,"Here’s a peek into the audio recording of my new book, How Countries Go Broke: The Big Cycle.  This new book explains what I've learned about the mechanics behind big debt cycles and debt crises, and how they help drive the Overall Big Cycle, which is especially important to… https://t.co/gZGVo0sVz7"
Tue Jun 03 18:25:03 +0000 2025,https://t.co/4SL9mrmyuH
Mon Jun 02 16:51:01 +0000 2025,"Change is coming. The current debt levels in the U.S. and around the world are unsustainable. To avoid bad geopolitical outcomes, we must negotiate in a calm, analytical way to get this debt to money problem under control.  Learn more how the big debt cycle works and my proposed… https://t.co/x0Gys61Bwa"
Mon Jun 02 13:34:39 +0000 2025,"They have been shown to both destroy empires and provide great investment opportunities for investors if they understand how they work and have good principles for navigating them well.  For a picture of where we are headed and what we should do, you can order my new book, How… https://t.co/ISu0Exfe71"
Sun Jun 01 15:06:15 +0000 2025,"As a professional decision maker, I have spent my life studying how to make decisions effectively and have constantly looked for rules and systems that will improve my odds of being right and ending up with more of whatever it is that I am after.  One of the most important things… https://t.co/GpvbMNAEPa"
Sat May 31 16:56:40 +0000 2025,"Personality assessments are valuable tools for getting a quick picture of what people are like in terms of their abilities, preferences, and style. They are often more objective and reliable than interviews. #principleoftheday https://t.co/NEV4MVOPH9"
Fri May 30 17:30:07 +0000 2025,"If you don't mind being wrong on the way to being right you'll learn a lot--and increase your effectiveness. But if you can't tolerate being wrong, you won't grow, you'll make yourself and everyone around you miserable, and your work environment will be marked by petty backbiting… https://t.co/35JsabrnfN"
Thu May 29 17:27:59 +0000 2025,The seeds of every great empire’s inevitable decline are embedded within the fruits of its successes.  A predictable cycle of borrowing and spending occurs that boosts a great power’s spending power over the short-term and makes it appear very strong. But its finances are in fact… https://t.co/n1sjhVZN5O
Thu May 29 13:28:43 +0000 2025,"This is especially true over short periods of time like a year or two, yet most people want to assume that when someone does something wrong the person will learn the lesson and change. That's naive. It is best to assume that they won't change unless there is good evidence to the… https://t.co/98wXmzbdUX"
Wed May 28 18:49:33 +0000 2025,"Five big forces produce the overall Big Cycle that leads to radical changes in monetary, domestic, and/or world orders. To learn more about where we are at in the Big Cycle, check out my new book, How Countries Go Broke: The Big Cycle here: https://t.co/VK4Jrjopic  #raydalio… https://t.co/HQWeG61Re0"
Wed May 28 12:35:37 +0000 2025,"It's like Dr. Jekyll and Mr. Hyde, though your higher-level you is not aware of your lower-level you. This conflict is universal; if you pay close enough attention, you can actually see when the different parts of a person's brain are arguing with one another. For example, when… https://t.co/M1D2sXw2iJ"
Tue May 27 17:13:38 +0000 2025,"When it comes to understanding markets, you need to step back and see the bigger picture. That’s why it’s so important to have a #gameplan for investing and long-term financial investments.  #raydalio #principles #politics #Economics https://t.co/cWeBZs9Ynq"
Tue May 27 13:12:11 +0000 2025,"We are now seeing the international order changing in ways that are typical at this stage in the Big Cycle—i.e., there is a shift from a more cooperative, multilateral world order that pursues common interests (e.g., trade) to a classic great power conflict in which there is a… https://t.co/e6nVihaDfF"
Sun May 25 12:53:10 +0000 2025,"It seems to me that the personal evolutionary process—the looping I described in the last chapter—takes place in five distinct steps. If you can do those five things well, you will almost certainly be successful. Here they are in a nutshell:  Have clear goals. 1. Identify and… https://t.co/i6Nt4LT3Ee"
Sat May 24 12:43:50 +0000 2025,"Seek the advice of the most believable people you can find. If you don't know how to judge who the most believable people are, seek the advice of others about how to do that, such as people who have already chosen such believable people. By questioning experts individually and… https://t.co/zb8RHxd4P4"
Fri May 23 15:35:23 +0000 2025,Artificial Intelligence was invented long before we all started talking about it. I have been using AI for a long time to help make decisions more efficiently. You can learn more about how I use this “Digital Ray” here:  https://t.co/1UzyDwVJ9h  #raydalio #principles #politics… https://t.co/NXCTvgGCEC
Fri May 23 14:40:49 +0000 2025,"Remember that your goal is to put the right people in the right design. First understand the responsibilities of the role and the qualities needed to fulfill them, then ascertain whether an individual has them. When you're doing this well, there should almost be an audible… https://t.co/krTnCJhLpK"
Thu May 22 21:10:00 +0000 2025,"If both parties are peers, it's appropriate to argue. But if one person is clearly more knowledgeable than the other, it is preferable for the less knowledgeable person to approach the more knowledgeable one as a student and for the more knowledgeable one to act as a teacher.… https://t.co/LHW9ZJwjXE"
Thu May 22 14:59:23 +0000 2025,"If conflicts with internal or external opponents become severe, laws and punishments targeting the opposition will be imposed. For a picture of where we are headed and what we should do, you can pre-order my new book, How Countries Go Broke: The Big Cycle, here:… https://t.co/zsN8jbxwJs"
Wed May 21 22:56:00 +0000 2025,"I practice Transcendental Meditation and believe that it has enhanced my open-mindedness, higher-level perspective, equanimity, and creativity. It helps slow things down so that I can act calmly even in the face of chaos, just like a ninja in a street fight. I'm not saying that… https://t.co/7dwIx5Sdda"
Wed May 21 20:55:46 +0000 2025,"The bond market is the backbone of all markets. Paying attention to certain market actions can tell you a lot about the supply-demand picture, and whether it’s at risk of breaking down.  You learn more about what this means for all of us in my new book, How Countries Go Broke:… https://t.co/WmAa1KU7EB"
Wed May 21 15:42:55 +0000 2025,This is why #meditation has been the secret to my #success. #principles #WorldMeditationDay https://t.co/d44TyVeQB8
Tue May 20 14:26:50 +0000 2025,It's easy to tell an open-minded person from a closed-minded person because they act very differently. #principleoftheday https://t.co/goVjSmt35t
Mon May 19 15:18:46 +0000 2025,"At the current rate, the U.S. will be 50 trillion dollars in debt by 2035. You can read about my 3% 3-Part Solution for reducing the debt burden in my new book, How Countries Go Broke: The Big Cycle, available for pre-order now here: https://t.co/VK4JrjnRsE  #principles… https://t.co/fRsAbtfTCV"
Mon May 19 13:11:34 +0000 2025,"Re the U.S. debt downgrade, you should know that credit ratings understate credit risks because they only rate the risk of the government not paying its debt. They don't include the greater risk that the countries in debt will print money to pay their debts thus causing holders…"
Sat May 17 21:00:00 +0000 2025,"When building a ""machine,"" design precedes people because the type of people you will need will depend on the design. As you design, create a clear mental image of the attributes required for each person to do their job well. It is futile to give responsibilities to people who do… https://t.co/Visf83SJOP"
Sat May 17 17:23:00 +0000 2025,My advice to #graduates of 2025.  #raydalio #principles #graduation #Classof2025 https://t.co/Z0n5wUnWNi
Fri May 16 21:22:00 +0000 2025,"As I related in the first part of this book, my first breakthrough in understanding how people think differently occurred when I was a young father and had my kids tested by Dr. Sue Quinlan. I found the results remarkable, because she not only confirmed my own observations of the… https://t.co/wNejfTrmwM"
Fri May 16 15:55:05 +0000 2025,"To me, there are three phases in life. The first is when you are dependent on others and learning, the second is when you are working and others become dependent on you, and the third is when you have passed everything along and you're free to live and free to die. Most everyone… https://t.co/WjBe0CPFOZ"
Thu May 15 21:33:00 +0000 2025,"The most important thing you can do is understand that hiring is a high risk gamble that needs to be approached deliberately. A lot of time, effort, and resources go into hiring and developing new employees before it’s clear whether or not they are good fits. Months or even years… https://t.co/nNG6WcRuj7"
Thu May 15 15:09:00 +0000 2025,"Our government debt problem is probably our biggest problem. I wrote How Countries Go Broke: The Big Cycle to convey the mechanics and indicators of it, to make clear what can be done to prevent it, and to tell people what they should do to protect themselves against it. The… https://t.co/Htm4KFtask"
Wed May 14 12:36:28 +0000 2025,"Because of the different ways that our brains are wired, we all experience reality in different ways and any single way is essentially distorted. This is something that we need to acknowledge and deal with. So if you want to know what is true and what to do about it, you must… https://t.co/qDGittx4CI"
Tue May 13 17:07:10 +0000 2025,https://t.co/ML49V4ge2B
Tue May 13 15:00:05 +0000 2025,Most people see the things around them without considering the forces that created them. In most cases those forces were specific people with specific qualities who worked in specific ways. Change the people and you change how things develop; replace creators with noncreators and… https://t.co/CgoY7FD2xt
Mon May 12 17:07:25 +0000 2025,"We are at a critical time, and I hope my teachings are able to help make the world a better place. In order to understand where we are at in history, you have to understand the mechanics of the debt cycles. To lean more, my new book, How Countries Go Broke: The Big Cycle,… https://t.co/oazPAtkwXV"
Mon May 12 14:14:38 +0000 2025,"Most people seem much more eager to put out (convey their thinking and be productive) than to take in (learn). That's a mistake even if one's primary goal is to put out, because what one puts out won't be good unless one takes in as well. #principleoftheday https://t.co/nznAxAiBr2"
Sun May 11 14:56:25 +0000 2025,"Thank you, mothers!  When I reflect on mothers for Mother's Day, I think of love, nurturing, and self-sacrifice, not only in the mothering of their children but in the caring way they deal with others. When I think of motherhood and what mothers are like, I think of goodness.…"
Sat May 10 12:32:00 +0000 2025,"My point is that you can significantly raise your probabilities of making the right decisions by open-mindedly triangulating with believable people. Even in a terrible situation, you can still raise your probabilities of making the right decisions by open-mindedly triangulating… https://t.co/NHEiMUdCea"
Fri May 09 14:02:37 +0000 2025,Former Treasury Secretary Hank Paulson is very knowledgeable about the United States' financial and economic issues and relations with China. He has wise words about China-U.S. trade and capital issues in this Op-Ed.   https://t.co/JEhISlGdGW
Fri May 09 12:27:00 +0000 2025,"So long as you bear the consequences of failure, you are the ultimate Responsible Party. For example, while you might choose to delegate the responsibility of figuring out how to handle your illness to a doctor, it is your responsibility to pick the right one, since you will bear… https://t.co/wxJryFwHCY"
Thu May 08 17:23:04 +0000 2025,"Change is coming. The current debt levels in the U.S. and around the world are unsustainable. To avoid bad geopolitical outcomes, we must negotiate in a calm, analytical way to get this debt to money problem under control.  Learn more how the big debt cycle works and my proposed… https://t.co/ad2NLXThhX"
Thu May 08 13:17:49 +0000 2025,"If people deal with their problems and opportunities together so they can get win-win outcomes rather than fight each other, which produces lose-lose outcomes, they can get the best possible results. Unfortunately, human nature hasn’t changed much, so this is still probably… https://t.co/yovkLEG00j"
Wed May 07 18:39:06 +0000 2025,"Give me someone who can be responsible for an entire area--someone who can design, hire, and sort to achieve the goal--and I can be comfortable things will go well. These are the most important people to choose and manage well. Senior managers must be capable of higher-level… https://t.co/r3K5KK0UGT"
Wed May 07 14:37:52 +0000 2025,"The federal reserve is the part of the government that can create money and credit, which has significant impacts on the value of your money. Learn more about the federal reserve and its responsibilities — and how its decisions impact you — in my new book, How Countries Go Broke:… https://t.co/u6x7ZqcsOx"
Tue May 06 13:47:40 +0000 2025,"When countries have big debt problems and the debt is denominated in their currency, they inevitably devalue the currency. As explained in my upcoming book How Countries Go Broke: The Big Debt Cycle, ""debt is currency and currency is debt."" In other words, since a debt asset is…"
Mon May 05 21:00:01 +0000 2025,"If you put your goals in the hands of RPs who can execute those goals well, and if you make it clear to them that they are personally responsible for achieving those goals and doing the tasks, they should produce excellent results.  The same goes for yourself. If your… https://t.co/HwIiAkiBOT"
Mon May 05 13:51:27 +0000 2025,"I've just completed recording a few chapters of the audio version of my new book, How Countries Go Broke: The Big Cycle.  As you probably know by now, one of my goals at this stage of life is to pass along the principles that helped me over my more than 50 years as a global macro… https://t.co/j9T4yoaqGu"
Sun May 04 14:25:36 +0000 2025,"When I refer to your ""ego barrier,"" I'm referring to your subliminal defense mechanisms that make it hard for you to accept your mistakes and weaknesses. Your deepest-seated needs and fears--such as the need to be loved and the fear of losing love, the need to survive and the… https://t.co/fl45830TpQ"
Sat May 03 13:33:36 +0000 2025,People often make the mistake of focusing on what should be done while neglecting the more important question of who should be given the responsibility for determining what should be done. That's backward. When you know what you need in a person to do the job well and you know… https://t.co/4GFkNYBTMX
Fri May 02 14:14:31 +0000 2025,People often make the mistake of focusing on what should be done while neglecting the more important question of who should be given the responsibility for determining what should be done. That's backward. When you know what you need in a person to do the job well and you know… https://t.co/kFzTM3KccB
Thu May 01 16:00:02 +0000 2025,"So much of our current political and economic climate can be explained by debt cycles— and how those cycles build on each other over time.  I explain why in my new book, How Countries Go Broke.  But if you’d like more context on how all of these pieces come together, I recommend… https://t.co/9vbHRrw7Xg"
Thu May 01 12:12:00 +0000 2025,"Both your people and your design must evolve for your machine to improve. When you get personal evolution right, the returns are exponential. As people get better and better, they are more able to think independently, probe, and help you refine your machine. The faster they… https://t.co/wz9tKwtC7y"
Wed Apr 30 16:00:01 +0000 2025,"If we want to avoid a debt crisis, we need to get our deficit down to 3% of GDP.  There are many ways to do that, using the levers of cost cuts, interest rates, and revenue. But we need to do it fast.  The question for policymakers is how much can you deliver from each of these… https://t.co/9KBGEFYJ36"
Wed Apr 30 14:59:08 +0000 2025,"If you don't let up on yourself and instead become comfortable always operating with some level of pain, you will evolve at a faster pace. That's just the way it is.  Every time you confront something painful, you are at a potentially important juncture in your life--you have the… https://t.co/xx3H1K3nNn"
Tue Apr 29 17:16:32 +0000 2025,"By practicing open-mindedness and assertiveness, you should be able to resolve most disagreements. If not, and if your dispute is one-on-one, you should escalate to a mutually agreed-upon believable other. All things being equal, that should be someone higher in your reporting… https://t.co/Dmq6EFbPg6"
Mon Apr 28 21:28:32 +0000 2025,https://t.co/PUUxSqYIv8
Mon Apr 28 12:08:52 +0000 2025,"To give you a quick example of nature creating incentives that lead to individuals pursuing their own interests that result in the advancement of the whole, look at sex and natural selection. Nature gave us one hell of an incentive to have sex in the form of the great pleasure it… https://t.co/mtSkgaLmsc"
Sun Apr 27 12:12:00 +0000 2025,"While it's easier to avoid confrontations in the short run, the consequences of doing so can be massively destructive in the long term. It's critical that conflicts actually get resolved--not through superficial compromise, but through seeking the important, accurate conclusions.… https://t.co/4Az3UTw3am"
Sat Apr 26 17:05:42 +0000 2025,"It is instinctually that way, which is why most of us feel the pull of it-- in other words, we instinctively want to get better at things and have created and evolved technology to help us. History has shown that all species will either go extinct or evolve into other species,… https://t.co/kNsLn6sa18"
Fri Apr 25 20:41:00 +0000 2025,Skilled collaborations to produce win-win relationships that both increase and divide up wealth and power well are much more rewarding and much less painful than wars that lead to one side subjugating the other. Seeing things through your adversary’s eyes and clearly identifying… https://t.co/WsLGcEvpW2
Fri Apr 25 14:43:44 +0000 2025,"This year, the US will run a deficit of about 7.5% of GDP. If we don’t cut that to 3% of GDP, we’re likely to face a significant debt crisis in the next few years.    This is not an issue that can wait. We need to do these cutbacks and adjustments while things are relatively… https://t.co/53bJ5Q5beF"
Fri Apr 25 13:18:56 +0000 2025,Everyone does not report to everyone. Responsibilities and authorities are assigned to individuals based on assessments of their ability to handle them. People are given the authority that they need to achieve outcomes and are held accountable for their ability to produce them.… https://t.co/LDmDLFKyiT
Thu Apr 24 17:51:00 +0000 2025,"Having power is good because power will win out over agreements, rules, and laws all the time. When push comes to shove, those who have the power to either enforce their interpretation of the rules and laws or to overturn them will get what they want. It is important to respect… https://t.co/GtExl0VRqq"
Thu Apr 24 14:33:31 +0000 2025,"I was pleased and not surprised that the U.S. and China will be having “tariff negotiations.” These will be negotiations on much more than trade that can lead to a necessary rebalancing between the countries. If you’re interested, below are my thoughts on the problems a…"
Thu Apr 24 14:32:06 +0000 2025,https://t.co/NXG2o978Um
Thu Apr 24 13:30:41 +0000 2025,"This evolutionary cycle is not just for people but for countries, companies, economies—for everything. And it is naturally self-correcting as a whole, though not necessarily for its parts. For example, if there is too much supply and waste in a market, prices will go down,… https://t.co/Zb8s2y3lne"
Wed Apr 23 20:53:00 +0000 2025,"Through most of history, without the existence of countries with borders, collections of people with common interests (i.e., tribes) fought to seize wealth from other tribes or defend their own. As those who won got richer and more civilized, they typically got more decadent and… https://t.co/z5H2YGdeNo"
Wed Apr 23 17:26:47 +0000 2025,"Credit can be a great tool when used productively. In an advanced economy, credit does more good than bad. But it’s important to remember that borrowing creates cycles — and if the cycle goes up, it eventually needs to come down.  I explain why this is particularly important… https://t.co/P5o7gKGXvr"
Wed Apr 23 13:56:24 +0000 2025,"Ultimately, power will rule. This is true of any system. For example, it has repeatedly been shown that systems of government have only worked when those with the power value the principles behind the system more than they value their own personal objectives. When people have… https://t.co/1bND2xWJHZ"
Tue Apr 22 13:47:21 +0000 2025,"Today is #EarthDay, when we should take a moment to reflect how important the #earth is in taking care of us and how important it is for us to take care of it.  While doing that, please remember that the #ocean is the largest part of the earth and our ecosystem, more than twice… https://t.co/273OB5bzEd"
Tue Apr 22 11:47:47 +0000 2025,"Happy Earth Day! Don’t ignore #nature, immerse yourself in it today.  #raydalio #principles #nature #mindfullness #earthday2025 #earthday #worldearthday https://t.co/FGNff1MBtx"
Mon Apr 21 17:54:27 +0000 2025,"Principles are like laws--you can't break one simply because you and someone else agree to break it. Remember that it's everyone's obligation to speak up, own it, or get out. If you don't think the principles provide the right way to resolve a problem or disagreement, you need to… https://t.co/Eeno4xvACs"
Sat Apr 19 12:06:00 +0000 2025,"For example, if you come up with something the world values, you almost can't help but be rewarded. Conversely, reality tends to penalize those people, species, and things that don't work well and detract from evolution. #principleoftheday https://t.co/Eu1ozFGBvs"
Fri Apr 18 16:52:51 +0000 2025,"There are ways to reduce US debts in a balanced way. You can learn more about my solution to the U.S. debt crisis in my new book, ""How Countries Go Broke: The Big Cycle,"" available for preorder here: https://t.co/qjyu8hNtho  #principles #howcountriesgobroke https://t.co/vD3JbhmatK"
Thu Apr 17 18:35:05 +0000 2025,#Success is a 5 step process.  #raydalio #principles #advice #motivation #lifeadvice https://t.co/hGW45XCqpp
Wed Apr 16 17:46:03 +0000 2025,The world order is now changing in a way that I described in my book and video Principles for Dealing with the Changing World Order. For a complete picture I encourage you to read the book or you can watch the animated video here: https://t.co/F6A6ny813i  #raydalio #principles… https://t.co/OFuO3Z7QM8
Wed Apr 16 12:25:43 +0000 2025,"Part of the purpose of having a believability-weighted system is to remove emotion from decision making. Crowds get emotional and seek to grab control. That must be prevented. While all individuals have the right to have their own opinions, they do not have the right to render… https://t.co/ZUy4OXptNm"
Tue Apr 15 16:24:00 +0000 2025,"My experience, based on watching thousands of people try this approach, is that with practice the vast majority find it so rewarding and pleasurable that they have a hard time operating any other way.  This takes practice and changing one's habits. I have found that it typically… https://t.co/WSA9hsF7p7"
Mon Apr 14 19:02:00 +0000 2025,"That is when dreams of great changes and great improvements exist and before realities and criticisms of how the new leader has shaped and handled them set in. As time passes, typically the big promises the leader made to get elected become difficult to deliver and bad things… https://t.co/YG5hYULCxO"
Mon Apr 14 13:40:03 +0000 2025,"When such arguments win out, the idea meritocracy will be weakened. Don't let that happen. If people respect the rules of the idea meritocracy, there will be no conflict. I know that from my experiences over decades. However, I also know that there will be people who put what… https://t.co/sgbRGwYUrR"
Sun Apr 13 13:52:01 +0000 2025,"Contribute to the whole and you will likely be rewarded. Natural selection leads to better qualities being retained and passed along (e.g., in better genes, better abilities to nurture others, better products, etc.). The result is a constant cycle of improvement for the whole.… https://t.co/exNgD3JjOb"
Sun Apr 13 04:14:42 +0000 2025,"Do you get that the monetary order, the domestic order, and the world order are breaking down?   Do you understand why and what that is likely to lead to? If not, I suggest that you read my last book or watch my video both titled ""Principles for Dealing with the Changing World… https://t.co/yWSApKKwiL"
Sat Apr 12 15:05:51 +0000 2025,"In an idea meritocracy, there is bound to be more disagreement than in a typical organization, but when it's taken to an extreme, arguing and nitpicking can undermine the idea meritocracy's effectiveness. At Bridgewater, I have encountered some people, especially junior people,… https://t.co/UwkF69A43m"
Fri Apr 11 18:20:00 +0000 2025,"Radical open-mindedness and radical transparency are invaluable for rapid learning and effective change. Learning is the product of a continuous real-time feedback loop in which we make decisions, see their outcomes, and improve our understanding of reality as a result. Being… https://t.co/HboZ1Tvxqa"
Fri Apr 11 17:00:19 +0000 2025,"This means that they should explain all the big, important developments in all time frames and in all countries, though not necessarily precisely or in detail. They fail to explain all the big developments in all time frames and in all countries, which indicates that an important… https://t.co/2jMLEpwxvB"
Thu Apr 10 23:10:28 +0000 2025,This principle came to mind in reaction to President Trump's recent decision. #principleoftheday https://t.co/dH6vz6J2fp
Thu Apr 10 19:53:11 +0000 2025,"When central governments have debt problems central governments and central banks typically do some combination of a) raising the amount of money and credit, b) reducing the amount of debt (e.g., by restructuring it), and/or c) preventing the free-market ownership and movement of… https://t.co/O0FT87jrMr"
Thu Apr 10 03:02:20 +0000 2025,"This is a great time for all involved to reconsider their approaches!  There are better and worse ways of handling our problems with unsustainable debt and imbalances, and President Trump's decision to step back from a worse way and negotiate how to deal with these imbalances is…"
Wed Apr 09 16:09:00 +0000 2025,"Over my more than 50 years of operating as a global macro investor and through my research, I discovered some timeless and universal cause/effect relationships that helped me successfully navigate what was likely to happen. These principles are not widely understood and have… https://t.co/BqC1Ewc4Y9"
Wed Apr 09 12:24:59 +0000 2025,"Most people fight seeing what’s true when it’s not what they want it to be. That’s bad, because it is more important to understand and deal with the bad stuff since the good stuff will take care of itself. #principleoftheday https://t.co/G0cJIxsjzV"
Tue Apr 08 19:00:01 +0000 2025,"For a picture of where we are headed and what we should do, you can pre-order my new book, How Countries Go Broke: The Big Cycle, at the link in my bio. #howcountriesgobroke #principles https://t.co/A0MbDPlfa7"
Tue Apr 08 16:44:23 +0000 2025,Almost every group that agrees on the big things ends up fighting about less important things and becoming enemies even though they should be bound by the big things. This phenomenon is called the narcissism of small differences. Take the Protestants and Catholics. Though both… https://t.co/e3jHBxOMH4
Mon Apr 07 21:14:00 +0000 2025,"Rules and laws work only when they are crystal clear and most people value working within them enough that they are willing to compromise in order to make them work well. For a picture of where we are headed and what we should do, you can pre-order my new book, How Countries Go… https://t.co/62KQl7fMsF"
Mon Apr 07 17:24:59 +0000 2025,"At the moment, a huge amount of attention is rightly being paid to the newly announced tariffs and their significant impacts on markets and economies. But very little attention is being paid to the circumstances that caused them—and to the even bigger disruptions likely still…"
Mon Apr 07 17:24:19 +0000 2025,https://t.co/Xpdl8fYoBg
Mon Apr 07 15:41:42 +0000 2025,"Everything from the smallest subatomic particle to the entire galaxy is evolving. While everything apparently dies or disappears in time, the truth is that it all just gets reconfigured in evolving forms. Remember that energy can’t be destroyed—it can only be reconfigured. So the… https://t.co/2ZzQz3QBuD"
Sun Apr 06 14:03:10 +0000 2025,"It's important to view individual decisions in the broadest possible context. For example, if the Responsible Party being challenged has a vision, and the decision being disputed involves a small detail of that overall vision, the decision needs to be debated and evaluated within… https://t.co/Hs8caDikPC"
Sat Apr 05 18:32:04 +0000 2025,"People who achieve success and drive progress deeply understand the cause-effect relationships that govern reality and have principles for using them to get what they want. The converse is also true: Idealists who are not well grounded in reality create problems, not progress.… https://t.co/XVJGnkQDly"
Sat Apr 05 13:47:33 +0000 2025,"In order to understand the full picture of how the world order is changing, I would urge you to watch this five-minute clip, or the complete 40-minute animated video called ""Principles for Dealing with Changing World Order."" And if you want an even more complete explanation, you… https://t.co/A5n9W7Alrv"
Fri Apr 04 16:54:04 +0000 2025,"The Consequences of Liberation Day  Following up on my post below from earlier this week, now that we see yesterday's tariff announcements, it appears to me that the first order consequences of them will be significantly stagflationary in the U.S. and significantly…"
Fri Apr 04 13:30:01 +0000 2025,The level of debt our country faces is unprecedented in all of history. If we don’t effectively deal with it — and soon — our system will experience a financial heart attack. It all comes down to the numbers. The US currently pays about a trillion dollars a year on interest… https://t.co/O0WfhqCyo5
Fri Apr 04 11:48:07 +0000 2025,"Whenever there is a dispute, both parties are required to have equal levels of integrity, to be open-minded and assertive, and to be equally considerate. The judges must hold the parties to the same standards and provide feedback consistent with these standards. I have often seen… https://t.co/uqNa2s7QgT"
Thu Apr 03 22:17:16 +0000 2025,"Understanding, accepting, and working with reality is both practical and beautiful. I have become so much of a hyperrealist that I’ve learned to appreciate the beauty of all realities, even harsh ones, and have come to despise impractical idealism.  Don’t get me wrong: I believe… https://t.co/dFupZZTTHN"
Thu Apr 03 16:00:01 +0000 2025,"At the rate the U.S. is going, the U.S. will owe 20 trillion dollars by 2035. You can read about my 3% solution for the U.S. debt issues in my new book, How Countries Go Broke: The Big Cycle. You can preorder the book at this link: https://t.co/nZLLPCtjUs  #principles… https://t.co/zdmmJkpkvp"
