created_at,full_text,sentiment,compound
Sun Apr 27 14:50:12 +0000 2025,".@SecRubio nukes @kwelkernbc on the latest misleading Fake News hoax: ""Three U.S. citizens ages 4, 7, and 2 were not deported — their mothers, who were illegally in this country, were deported. The children went with their mothers! ... The parents make that choice.""",negative,-0.8016
Sat Apr 26 18:33:23 +0000 2025,Thank you GOD,positive,0.6523
Sat Apr 26 18:06:54 +0000 2025,The call…@titans 📞 @chimdk11,neutral,0.0
Sat Apr 26 18:06:39 +0000 2025,Congrats Cam! @CamJackson72 moving to the Queen City to join the @Panthers !  #NFLDraft2025,positive,0.7339
Sat Apr 26 13:05:29 +0000 2025,President Trump sat down to meet privately with Ukrainian President Volodymyr Zelenskyy in St. Peter’s Basilica in Vatican City this morning.,neutral,0.0
Sat Apr 26 00:01:42 +0000 2025,"The Declaration of Principles that the Foreign Ministers of the Democratic Republic of the Congo and Rwanda signed today in our nation’s capital paves the way for peace, stability, and prosperity in the region. The Declaration will help protect our strategic interest in critical…",positive,0.8957
Mon Apr 21 11:47:14 +0000 2025,"On Easter Monday, Jeanette and I are saddened to the news of Pope Francis' passing. We unite in prayer with Catholics worldwide for the repose of the pontiff's soul and for this period of transition for the Catholic Church. May He rest in peace.",neutral,0.0258
Sun Apr 20 12:10:21 +0000 2025,This is fake news. The ⁦@nytimes⁩ falls victim to another hoax.,negative,-0.743
Tue Apr 15 23:45:58 +0000 2025,"Under my direction, the @StateDept has canceled another 139 grants worth $214 million.  The American taxpayers should not be funding misguided programs like “Building the Migrant Domestic Worker-Led Movement” in Lebanon or “Get the Trolls Out!” in the United Kingdom.  We are…",positive,0.8122
Tue Apr 15 00:42:01 +0000 2025,"""I love the people of El Salvador and they have one hell of a President."" –President Donald J. Trump 🇺🇸🇸🇻 @NayibBukele",negative,-0.1027
Tue Apr 15 00:41:06 +0000 2025,The foreign policy of the United States is conducted by @POTUS — not by a court — and no court in the United States has a right to conduct the foreign policy of the United States.  It's that simple. End of story.,positive,0.7351
Fri Apr 11 23:10:15 +0000 2025,100%,neutral,0.0
Fri Apr 11 22:47:07 +0000 2025,"It pains me to admit, but the University of Florida, with 5 national titles in football and men’s basketball since 2000, is the best college athletic program of the 21st century so far.",positive,0.743
Wed Apr 09 01:49:06 +0000 2025,El Salvador just got the U.S. State Department’s travel gold star:  Level 1: safest it gets.  🇺🇸🤝🏼🇸🇻,positive,0.4019
Tue Apr 08 04:24:49 +0000 2025,Shining in @GatorsMBK’s blue and orange for the rest of the night in honor of their NCAA Championship Victory,positive,0.7269
Tue Apr 08 04:18:30 +0000 2025,"“hey coach, we got it” 🥹",neutral,0.0
Tue Apr 08 04:17:19 +0000 2025,NATTY CHAMPS 😤😤😤🤯,positive,0.5473
Tue Apr 08 04:16:45 +0000 2025,YOUR 2025 NATIONAL CHAMPIONS.,positive,0.6289
Tue Apr 08 03:12:21 +0000 2025,Gators!!!!!!,neutral,0.0
Tue Apr 08 00:34:27 +0000 2025,Go Gators!!,neutral,0.0
Tue Apr 08 00:33:48 +0000 2025,"Under the previous administration, @StateDept made DEI 20% of Foreign Service Officer performance, assessing diplomats by whether they:  - Avoided“gendered adjectives” or “faint praise”  - Asked local organizations to “promote DEIA training/programs/lectures” and “annual DEIA…",neutral,0.0
Sun Apr 06 04:01:59 +0000 2025,GOIN’ TO THE ‘SHIP,neutral,0.0
Sun Apr 06 03:10:19 +0000 2025,😤😤😤😤,neutral,0.0
Sun Apr 06 03:09:27 +0000 2025,EVERYONE STOP WHAT YOU'RE DOING.....WE'RE GOING TO THE NATIONAL CHAMPIONSHIP!!!!!,negative,-0.5216
Sun Apr 06 03:08:44 +0000 2025,"I am taking actions to revoke all visas held by South Sudanese passport holders and to restrict any further issuance to prevent entry into the United States, effective immediately, due to the failure of South Sudan's transitional government to accept the return of its repatriated…",positive,0.4019
Sat Apr 05 22:25:38 +0000 2025,"Let there be no mistake: the Administration of @POTUS @realDonaldTrump is committed to robust enforcement of our Nation’s immigration laws, and expects all other countries to accept repatriation of their own nationals. The Government of South Sudan has violated this obligation by…",negative,-0.2263
Sat Apr 05 19:53:53 +0000 2025,"Honored to arrive at @USNATO as the first Senate-confirmed Ambassador of President Trump’s second administration. After a successful Foreign Ministerial with @SecRubio, The Work Starts Now.",positive,0.8225
Tue Apr 01 23:21:00 +0000 2025,A couple of Gators in the Oval Office 🐊  @TimTebow @DemiTebow @SecRubio,neutral,0.0
Tue Apr 01 22:40:12 +0000 2025,Tim Tebow and Demi-Leigh Tebow join President Trump in the Oval Office alongside fellow Florida alum Marco Rubio to show off the infamous 'Gator Chomp.',positive,0.296
Tue Apr 01 22:39:51 +0000 2025,".@FLOTUS Melania Trump honors courageous women at the International Women of Courage Award Ceremony.  'Today we celebrate courage, a strength that is based in love. This truth is illustrated in our honorees who prove that love can inspire extraordinary valor.' ❤️",positive,0.9913
Mon Mar 31 13:55:04 +0000 2025,"Last night, in a successful counter-terrorism operation with our allies in El Salvador, the United States military transferred a group of 17 violent criminals from the Tren de Aragua and MS-13 organizations, including murderers and rapists.   In order to keep the American people…",negative,-0.891
Mon Mar 31 13:53:28 +0000 2025,"Last night, in a joint military operation with our allies from the United States, we transferred 17 extremely dangerous criminals linked to Tren de Aragua and MS-13.  All individuals are confirmed murderers and high-profile offenders, including six child rapists.  This operation…",negative,-0.9491
Sun Mar 30 01:04:13 +0000 2025,SEE YOU IN SAN ANTONIO 🤠,neutral,0.0
Fri Mar 28 19:50:15 +0000 2025,"""We gave you a visa to come and study and get a degree — not to become a social activist that tears up our university campuses,"" says @SecRubio on foreign students linked to terror groups.  ""If we've given you a visa and then you decide to do that, we're gonna take it away."" 🔥",negative,-0.6486
Fri Mar 28 19:47:29 +0000 2025,I'm honored to nominate @RosaMariaPaya for a seat on the Inter-American Commission on Human Rights. Paya's unwavering leadership in championing human rights and democracy shows her dedication to advancing fundamental freedoms in our region.,positive,0.8316
Fri Mar 28 19:47:25 +0000 2025,"My prayers go out to the people of Burma and Thailand who are impacted by the earthquake.   Grateful to confirm our teams on the ground are safe and secure amidst reports of severe damage and casualties. We've been in contact with these countries and, as @POTUS said, stand ready…",positive,0.3612
Fri Mar 28 19:23:58 +0000 2025,"Foreign assistance done right can advance our national interests, protect our borders, and strengthen our partnerships with key allies.  Unfortunately, USAID strayed from its original mission long ago.  As a result, the gains were too few and the costs were too high.  Thanks to…",positive,0.8779
Sun Mar 23 19:53:08 +0000 2025,#GoGators #SweetSixteen,neutral,0.0
Sat Mar 22 03:22:11 +0000 2025,We will continue to cancel the visas of those whose presence or activities have potentially serious adverse foreign policy consequences for our country   And we will continue to use every legal means available to remove alíen enemies,negative,-0.7579
Sat Mar 22 00:22:43 +0000 2025,"Today, I announced the designation under Section 7031(c) of former President of Argentina, Cristina Elisabet Fernandez de Kirchner, and former Argentine Minister of Planning, Julio Miguel De Vido, for their involvement in significant corruption during their time in public office.…",positive,0.2023
Fri Mar 21 18:55:39 +0000 2025,"Justice will finally be served for Sarah Root.  Nine years ago, Sarah was tragically killed by an illegal immigrant who later fled our county.  Today, the Trump Administration is announcing the extradition of Sarah’s killer from Honduras to the United States to face justice once…",negative,-0.8176
Fri Mar 21 16:06:06 +0000 2025,"American George Glezmann — freed this week after more than two years in Taliban captivity — says he feels ""born again"":  ""President Trump — amazing. Thank God he's in the White House where he's at and thank God he got me out.""",positive,0.9287
Fri Mar 21 16:05:41 +0000 2025,".@POTUS on Russia and Ukraine: I think we have the confines of a deal. I'm doing it for two reasons: Thousands of people are being killed every week and the United States has paid, because of Biden, $350 billion on a war that should have never happened.",negative,-0.765
Fri Mar 21 16:05:36 +0000 2025,".@POTUS on Tren de Aragua: ""They're a group of thugs that... come from the prisons of Venezuela. They're dangerous people, but they didn't look so dangerous when the guards took care of the situation from El Salvador, and I want to thank the President, @nayibbukele.""",positive,0.4215
Fri Mar 21 15:14:28 +0000 2025,.@CNN is an anti-Trump gossip tabloid that uses thinly sourced stories to generate clicks and try to make trouble. Witkoff is one of the people I work with the CLOSEST on our team. These people are pathetic.,negative,-0.7964
Tue Mar 18 01:42:04 +0000 2025,".@statedeptspox: ""The Houthis are pirates; they are not a recognized regime... They are effectively holding Yemen hostage and that's what they've been doing with the waterway there... attacking our ships over 100 times... finally, we are striking back.""",neutral,-0.0258
Sun Mar 16 22:08:02 +0000 2025,"Special Envoy Steve Witkoff: ""What happened with the Houthis yesterday, what happened with our strike, ought to inform as to where we stand with the regard to terrorism and our tolerance level for terrorist actions — and I would encourage Hamas to get much more sensible.""",negative,-0.5574
Sun Mar 16 21:58:51 +0000 2025,"The Biden Administration released thousands of Venezuelan Tren de Aragua criminals into the US.  They have committed armed robberies, sex trafficked young girls, attacked US citizens, assaulted our police and raped and murdered young women and children. But now, thanks to the…",negative,-0.6858
Sun Mar 16 21:58:35 +0000 2025,"NEW: Per a senior Trump admin official, there were 261 illegal aliens deported to El Salvador yesterday.   137 via the Alien Enemies Act of 1798  101 were Venezuelans removed via Title 8 (regular immigration proceedings)  21 were Salvadoran MS-13 gang members   2 were “special…",negative,-0.7783
Sun Mar 16 21:53:58 +0000 2025,"On @FaceTheNation, @MargBrennan v @MarcoRubio on case of Mahmoud Khalil. Rubio: “I find it ironic that a lot these people out there defending the first amendment speech, alleged free speech rights of these Hamas sympathizers, they had no problem pressuring social media to censor…",negative,-0.5423
Sun Mar 16 21:28:19 +0000 2025,And not done yet….,neutral,0.0
Sun Mar 16 15:41:36 +0000 2025,BRENNAN: “Is there any evidence of a link to terrorism or is it just [Mahmoud Khalil’s] point of view?”  @SecRubio: “You should watch the news. These guys take over entire buildings… They shut down colleges… We don’t need these people in our country.” 🔥 🔥,negative,-0.6808
Sun Mar 16 15:14:41 +0000 2025,.@SecRubio on tariffs: “I understand why these countries don’t like it — because the status quo of trade is good for them. It benefits them… We are going to set a new status quo… We have de-industrialized the United States of America. There are things we can no longer make.”,positive,0.8225
Sun Mar 16 15:13:07 +0000 2025,".@SecRubio: “When you apply to enter the United States and you get a visa, you are a guest… If you tell us when you apply for a visa ‘I’m coming to the U.S. to participate in pro-Hamas events,’ that runs counter to the foreign policy interest of the United States… If you had…",positive,0.8225
Sun Mar 16 15:04:37 +0000 2025,"In the last 18 months, the Houthis have attacked the U.S. Navy 174 times and attacked commercial shipping 145 times, says @SecRubio.  ""We have a band of pirates with guided precision anti-ship weaponry exacting a toll system in one of the most important shipping lanes in the…",negative,-0.701
Sun Mar 16 13:00:29 +0000 2025,"Thank you for your assistance and friendship, President Bukele.",positive,0.6597
Sun Mar 16 12:19:00 +0000 2025,"Today, the first 238 members of the Venezuelan criminal organization, Tren de Aragua, arrived in our country. They were immediately transferred to CECOT, the Terrorism Confinement Center, for a period of one year (renewable).  The United States will pay a very low fee for them,…",negative,-0.8399
Sun Mar 16 12:08:54 +0000 2025,Oopsie…  Too late 😂,neutral,0.0
Sun Mar 16 12:01:13 +0000 2025,"We have sent 2 dangerous top MS-13 leaders plus 21 of its most wanted back to face justice in El Salvador. Also, as promised by @POTUS, we sent over 250 alien enemy members of Tren de Aragua which El Salvador has agreed to hold in their very good jails at a fair price that will…",positive,0.7713
Sat Mar 15 22:52:58 +0000 2025,President Trump is taking action against the Houthis to defend US shipping assets and deter terrorist threats.    For too long American economic &amp; national threats have been under assault by the Houthis. Not under this presidency.,negative,-0.9246
Sat Mar 15 21:36:13 +0000 2025,"CENTCOM Forces Launch Large Scale Operation Against Iran-Backed Houthis in Yemen  On  March 15, U.S. Central Command initiated a  series of operations consisting of precision strikes against Iran-backed Houthi  targets across Yemen to defend American interests, deter enemies, and…",negative,-0.5719
Sat Mar 15 21:04:40 +0000 2025,"Godspeed to our Warriors.  Houthi attacks on American ships &amp; aircraft (and our troops!) will not be tolerated; and Iran, their benefactor, is on notice.   Freedom of Navigation will be restored.  America—under President Donald Trump—will NEVER back down.",positive,0.6114
Sat Mar 15 20:59:29 +0000 2025,Today @POTUS sent a powerful and clear message to Iranian-backed Houthi terrorists in Yemen. These attacks on U.S. vessels and global shipping must stop and we will hold you accountable. We will protect our people and freedom of navigation.,positive,0.4588
Sat Mar 15 20:58:12 +0000 2025,🚨 Statement from @POTUS:,neutral,0.0
Sat Mar 15 15:02:29 +0000 2025,Very simple   President Trump isn’t Biden   If you are coming to U.S. to join pro-terror riots we will deny you a visa  And if you do that after lying your way into our country we will cancel your visa &amp; send you home,negative,-0.836
Wed Mar 12 15:49:40 +0000 2025,.@POTUS welcomes Taoiseach @MichealMartinTD to the White House 🇺🇸🇮🇪,positive,0.4019
Wed Mar 12 04:46:13 +0000 2025,"Today was a good day for peace. Thanks to @POTUS's leadership and under the gracious hospitality of Crown Prince Mohammed bin Salman, we are one step closer to restoring durable peace for Ukraine.  The ball is now in Russia's court.",positive,0.9559
Mon Mar 10 09:39:56 +0000 2025,"On March 9, 2025, in support of President Trump’s executive orders prohibiting anti-Semitism, and in coordination with the Department of State, U.S. Immigration and Customs Enforcement arrested Mahmoud Khalil, a former Columbia University graduate student. Khalil led activities…",negative,-0.1027
Mon Mar 10 09:30:14 +0000 2025,"The United States condemns the radical Islamist terrorists, including foreign jihadis, that murdered people in western Syria in recent days. The United States stands with Syria’s religious and ethnic minorities, including its Christian, Druze, Alawite, and Kurdish communities,…",negative,-0.802
Mon Mar 10 08:55:49 +0000 2025,"After a 6 week review we are officially cancelling  83%  of the programs at USAID.  The 5200 contracts that are now cancelled spent tens of billions of dollars in ways that did not serve, (and in some cases even harmed), the core national interests of the United States.  In…",positive,0.25
Sun Mar 09 22:10:31 +0000 2025,We will be revoking the visas and/or green cards of Hamas supporters in America so they can be deported,positive,0.4404
Sun Mar 09 15:21:03 +0000 2025,Just  making things up.  No one has made any threats about cutting Ukraine off from Starlink   And say thank you because  without Starlink Ukraine would have lost this war long ago and Russians would be on the border with Poland right now,negative,-0.8728
Wed Mar 05 04:20:48 +0000 2025,"An inspiring and momentous speech. @POTUS returned to the White House with a clear mandate from the American people to renew the American Dream. His address tonight laid out exactly how he is keeping those promises with a vision of peace through strength, and a stronger, safer,…",positive,0.9601
Sat Mar 01 16:47:14 +0000 2025,"Venezuelan naval vessels threatening ExxonMobil’s floating production, storage and offloading (FPSO) unit is unacceptable and a clear violation of Guyana’s internationally-recognized maritime territory. Further provocation will result in consequences for the Maduro regime. The…",negative,-0.7906
Fri Feb 28 12:03:11 +0000 2025,".@FoxNews host @kilmeade asked me for my thoughts on European leaders who think NATO is in jeopardy. I told him: NATO isn't in jeopardy. We've been NATO. These are rich countries. They should invest in their own national security. And, they are not. It's unfair and unsustainable…",positive,0.33
Fri Feb 28 12:02:56 +0000 2025,"Today, pursuant to @POTUS directive, I am providing foreign policy guidance to terminate all Biden-era oil and gas licenses that have shamefully bankrolled the illegitimate Maduro regime.",negative,-0.4404
Fri Feb 28 12:01:47 +0000 2025,"While I was interviewing @MariaCorinaYA , my father decided to break some YUGE news.  What a moment.   Still not tired of winning.",negative,-0.0951
Fri Feb 28 11:59:59 +0000 2025,"In my conversation with @MBoyle1, I emphasize that the war between Russia and Ukraine needs to end. It needs to end in a way that is enduring. At the UN this week, we took a historic step, passing the first Security Council resolution endorsing the path to peace.",positive,0.25
Fri Feb 28 11:55:13 +0000 2025,Good to sit down with @kilmeade of @FoxNews to talk about Ukraine. I emphasized that @POTUS' objective is clear: he wants the war to stop.,negative,-0.1531
Fri Feb 28 11:45:38 +0000 2025,"🚨🇺🇸29 CARTEL LEADERS EXTRADITED TO U.S. IN HISTORIC MOVE  Trump and Secretary Rubio secured the extradition of 29 top cartel leaders from Mexico to the U.S. for prosecution—the highest number ever in a single day.   Among them: Rafael Caro Quintero, the cartel boss behind the…",positive,0.5859
Tue Feb 25 00:07:46 +0000 2025,"Today, for the first time in three years, the Security Council took decisive action to chart a path towards peace by adopting a landmark U.S. Security Council Resolution that is the first step towards peace in the Russia-Ukraine war.   Thanks to this historic, America First peace…",positive,0.9001
Sun Feb 23 04:20:55 +0000 2025,"When he took office, @POTUS declared that U.S. foreign policy would be America First going forward.  In only 30 days under President Trump's leadership, we've seen significant progress on some of the most pressing challenges we face around the world.  This is only the beginning.…",positive,0.6344
Sat Feb 22 20:55:51 +0000 2025,"Hamas’ treatment of hostages, including its brutal murder of the Bibas family, further illustrates their savagery and is yet another reason why we are saying these terrorists must release all of the hostages immediately or be destroyed.",negative,-0.9666
Sat Feb 22 18:52:20 +0000 2025,".@POTUS is committed to ending the Russia-Ukraine war. On Monday, three years since the Russia-Ukraine war, the U.S. will propose to the United Nations a landmark resolution the entire @UN membership should support in order to chart a path to peace.",positive,0.3818
Fri Feb 21 03:24:06 +0000 2025,"EXCLUSIVE: Our full, unedited interview with Secretary of State Marco Rubio(@SecRubio) on his first 30 days leading the Department.  Restarting U.S./Russia relations following the Biden Administration, direct engagement with Ukraine, U.S. proposal for Gaza, preventing Iranian…",positive,0.6289
Fri Feb 21 02:32:07 +0000 2025,Secretary Rubio: The First 30 Days  Exclusive full and uncut interview dropping tonight at 9pm ET on @X.,positive,0.128
Wed Feb 19 21:22:56 +0000 2025,From @StateDept  today,neutral,0.0
Tue Feb 04 11:29:39 +0000 2025,BREAKING: U.S. Secretary of State Marco Rubio says El Salvador's president has offered to accept deportees from the U.S. of any nationality as well as violent American criminals now imprisoned in the United States.,negative,-0.6249
Tue Feb 04 02:54:04 +0000 2025,Estados Unidos se ha comprometido a ayudar a El Salvador en el desarrollo de energía nuclear ⚛️,positive,0.34
Tue Feb 04 02:53:23 +0000 2025,Coatepeque Lake…,neutral,0.0
Tue Feb 04 02:49:22 +0000 2025,Friends 🇸🇻🇺🇸,positive,0.4767
Tue Feb 04 02:48:51 +0000 2025,🇸🇻🤝🏼🇺🇸,neutral,0.0
Mon Feb 03 15:53:26 +0000 2025,"Yesterday's announcement by President @JoseRaulMulino that Panama will allow its participation in the CCP’s Belt and Road Initiative to expire is a great step forward for U.S.-Panama relations, a free Panama Canal,  and another example of @POTUS leadership to protect our national…",positive,0.8979
Mon Feb 03 00:21:51 +0000 2025,Had the pleasure of meeting the incredible @USEmbPAN team during my first embassy meet and greet in my new role as Secretary of State! Thankful for their dedication and ongoing efforts to promoting President Trump’s vision of an America First foreign policy.,positive,0.9259
Mon Feb 03 00:21:25 +0000 2025,"I met with Panamanian President @JoseRaulMulino and Foreign Minister @javierachapma to make clear that the United States cannot, and will not, allow the Chinese Communist Party to continue with its effective and growing control over the Panama Canal area. We also discussed…",positive,0.8816
Thu Jan 30 12:19:44 +0000 2025,Our prayers are with all those impacted by the horrifying air accident in D.C. last night.,negative,-0.7783
Tue Dec 31 03:56:45 +0000 2024,Our hearts go out to the Korean people. We share in your grief over the tragic loss of 179 people. And we extend our deepest condolences to the families and loved ones amid this immeasurable pain. Our prayers are with you and your great nation.,neutral,0.0258
Mon Dec 30 03:56:41 +0000 2024,"President Carter lived a life of service that extended well beyond his presidency. He was a servant leader who felt called to action. As we reflect on his life, I hope we can channel his faith to better our communities and our nation. Jeanette and I have President Carter's family…",positive,0.8658
Sun Dec 22 18:25:57 +0000 2024,#AGTG,neutral,0.0
Sat Dec 21 06:55:35 +0000 2024,This is awesome — @marcorubio’s son just scored a touchdown in Florida’s Bowl Game,positive,0.6249
Sat Dec 21 06:27:58 +0000 2024,Happy my son scored   But what I am truly proud of is the joy from his teammates and that he gave all the glory to God   #GoGators 🐊,positive,0.9749
Tue Dec 03 23:17:24 +0000 2024,Today began meeting with Senators about my nomination by @realDonaldTrump to serve as the next Secretary of State @SenatorRisch @LindseyGrahamSC,neutral,0.0
Wed Nov 13 23:36:59 +0000 2024,Thank you! Kind words from a great American who will be a vital part of protecting America and Americans in the years to come!,positive,0.915
Wed Nov 13 20:06:11 +0000 2024,"Leading the U.S. Department of State is a tremendous responsibility and I am honored by the trust President Trump has placed in me. As Secretary of State, I will work every day to carry out his foreign policy agenda. Under the leadership of President Trump we will deliver peace…",positive,0.7964
Wed Nov 13 13:50:05 +0000 2024,A+,neutral,0.0
Wed Nov 13 01:51:54 +0000 2024,Another one!,neutral,0.0
Tue Nov 12 23:42:32 +0000 2024,New office!,neutral,0.0
Tue Nov 12 22:47:47 +0000 2024,Excellent,positive,0.5719
Tue Nov 12 20:08:47 +0000 2024,Americans deserve a Senate that will fight every single day to get Trump’s agenda done and make sure his nominees are approved.,positive,0.3612
Tue Nov 12 18:51:59 +0000 2024,"As Senate Majority Leader, I will work to ensure fairness and safety for our female athletes across America.  Looking forward to joining @Riley_Gaines_ today to discuss what we will do in the Senate to #SaveWomensSports!",positive,0.69
Tue Nov 12 18:44:28 +0000 2024,!!!,neutral,0.0
Tue Nov 12 01:20:57 +0000 2024,"As the next Senate Majority Leader, I will work every day to enact President Trump’s agenda and Make America Great Again!  Looking forward to joining @Foxandfriends @FoxNews to discuss how we can do it at 8:20am ET!",positive,0.6892
Sun Nov 10 17:21:25 +0000 2024,Schumer is not allowing @DaveMcCormickPA to participate in Senate orientation this week because Casey refuses to concede the race. What happened to all the demands that our leaders accept the outcome of the elections?,positive,0.3818
Sun Nov 10 17:17:38 +0000 2024,I will be voting for my Florida colleague @ScottforFlorida to be our next Senate GOP leader,neutral,0.0
Thu Nov 07 23:24:34 +0000 2024,"President Trump has chosen a strong, intelligent woman to serve as White House Chief of Staff",positive,0.743
Thu Nov 07 22:52:31 +0000 2024,GREAT CHOICE!,positive,0.6588
Thu Nov 07 21:02:50 +0000 2024,Hispanic Americans are Americans and that is why they voted for Trump,neutral,0.0
Thu Nov 07 19:45:08 +0000 2024,"Spoke on the phone with President @realDonaldTrump.  I congratulated him on his sweeping victory on Tuesday, and we discussed the strong mandate he received from the American people and the significance his election holds for the world.  We had an interesting conversation about…",positive,0.7964
Thu Nov 07 19:44:56 +0000 2024,The race in Pennsylvania is over. I hope Senator Casey will accept this and concede to Dave McCormick so he can begin the important work of preparing to represent the commonwealth in the U.S. Senate,positive,0.743
Thu Nov 07 02:46:07 +0000 2024,No matter your political preference or whether you like what happened or what’s yet to happen. But I’m certain you don’t fully grasp the fork in human civilization that began yesterday.,positive,0.431
Thu Nov 07 00:26:20 +0000 2024,"Why are so many in the media shocked that hispanics voted to lower the high cost of living, keep their kids from being sent to fight a war &amp; protect their families from criminal illegal migrants who rob, rape and/or murder people in America?",negative,-0.9825
Thu Nov 07 00:08:06 +0000 2024,"I think it’s about time for @JohnFetterman &amp; @JoshShapiroPA to intervene and call on their fellow Democrat Bob Casey to concede to Republican David McCormick. Casey lost, fair and square, but he’s engaged in election denialism right now by not conceding.",positive,0.5499
Wed Nov 06 21:44:21 +0000 2024,We are now in an era in global affairs where responsible American foreign policy must be based not on idealistic fantasies but on pragmatic decisions that prioritize the core national interest of the United States above all else,positive,0.8264
Wed Nov 06 17:12:16 +0000 2024,"Felicito al Presidente Electo de los Estados Unidos, Donald J. Trump, @realDonaldTrump, por su triunfo en esta jornada democrática.  El pueblo estadounidense ha expresado su voluntad soberana, reafirmando el valor de las instituciones, el espíritu democrático y la fortaleza de la…",positive,0.34
Wed Nov 06 17:12:00 +0000 2024,"My president back in office, call it Christmas in November. 🫡🇺🇸",neutral,0.0
Wed Nov 06 17:08:36 +0000 2024,"Congratulations to Vice President-elect JD Vance, an alumnus of The Ohio State University and native Ohioan.",positive,0.5994
Wed Nov 06 17:08:21 +0000 2024,WE DID IT‼️‼️‼️🇺🇸🇺🇸🇺🇸@realDonaldTrump is the 47th PRESIDENT,neutral,0.0
Wed Nov 06 17:07:14 +0000 2024,"Heartiest congratulations my friend @realDonaldTrump on your historic election victory. As you build on the successes of your previous term, I look forward to renewing our collaboration to further strengthen the India-US Comprehensive Global and Strategic Partnership. Together,…",positive,0.9325
Wed Nov 06 15:42:25 +0000 2024,"THANK YOU, MONTANA!!   We The People made our voices heard, we completed our mission, and now we will secure our children’s future and save America together!! 🇺🇸🇺🇸",positive,0.875
Wed Nov 06 15:39:36 +0000 2024,😂,neutral,0.0
Wed Nov 06 15:38:01 +0000 2024,"Trump won because he appealed to voters as Americans, not on their ethnicity or the color of the skin",positive,0.5719
Wed Nov 06 06:40:57 +0000 2024,Maybe they will now finally understand that as a people our primary identity is not ethnicity or the color of our skin  Our primary identity is AMERICAN!,neutral,0.0
Wed Nov 06 06:32:51 +0000 2024,Told ya so four years ago!,neutral,0.0
Wed Nov 06 06:12:44 +0000 2024,Harris had celebrities   Trump had hardworking everyday Americans  The hardworking Americans won,positive,0.5719
Wed Nov 06 03:20:48 +0000 2024,Wow that Iowa poll was really accurate! 😂,positive,0.6239
Wed Nov 06 02:41:39 +0000 2024,Dear networks:  I know the drama is good for ratings. But Georgia has to be called soon. And NC isn’t far behind.,positive,0.4118
Wed Nov 06 02:39:50 +0000 2024,100%,neutral,0.0
Tue Nov 05 16:14:40 +0000 2024,Vote Trump to save America!,positive,0.5411
Tue Nov 05 14:58:55 +0000 2024,Our enemies do not fear Biden or Harris but they respect and fear Trump,positive,0.8077
Tue Nov 05 14:45:08 +0000 2024,Vote!,neutral,0.0
Mon Nov 04 23:28:37 +0000 2024,"Today in Reading, Pennsylvania",neutral,0.0
Mon Nov 04 23:27:39 +0000 2024,"Hoy en Reading, Pennsylvania",neutral,0.0
Mon Nov 04 22:44:30 +0000 2024,North Carolina get out and vote!   Tomorrow we start making America greater than it has ever been!,positive,0.4738
