title,summary,link,publisher,pubDate,source,text,finbert_positive,finbert_neutral,finbert_negative
"Stablecoin Fever With Circle Soaring Another 40%: Apple, X Among Those Reportedly Wanting In","According to Fortune, the tech giants are in early talks with crypto firms to add stablecoin payments to reduce fees.",https://finnhub.io/api/news?id=48578505de05aac3498f5b51375885776ef3d925bdd2306c93c8e059a1f93219,Yahoo,2025-06-06 15:21:48,finnhub,"Stablecoin Fever With Circle Soaring Another 40%: Apple, X Among Those Reportedly Wanting In. According to Fortune, the tech giants are in early talks with crypto firms to add stablecoin payments to reduce fees.",0.006398126482963562,0.9919488430023193,0.0016530657885596156
3 Growth Stocks That Aren’t the Magnificent 7,3 Growth Stocks That Aren’t the Magnificent 7,https://finnhub.io/api/news?id=330932fa1718d6e8da144d293e17c87c07d5e267f99db2446d2d2a70114234f7,MarketWatch,2025-06-06 14:42:00,finnhub,3 Growth Stocks That Aren’t the Magnificent 7. 3 Growth Stocks That Aren’t the Magnificent 7,8.736075687920675e-05,0.9998582601547241,5.4300926422001794e-05
"Amazon.com Inc., Apple share gains lead Dow's 475-point rally","Amazon.com Inc., Apple share gains lead Dow's 475-point rally",https://finnhub.io/api/news?id=8c66807e17ffa3af0c4a468b07ea44b1b89ee2d29b93e8a4fffa7c23dc385e46,MarketWatch,2025-06-06 14:34:00,finnhub,"Amazon.com Inc., Apple share gains lead Dow's 475-point rally. Amazon.com Inc., Apple share gains lead Dow's 475-point rally",0.9999979734420776,1.6798782098703668e-06,3.8710888361492835e-07
"Apple Inc. (AAPL): CEO Tim Cook Is The “Best Mover,” Says Jim Cramer","We recently published a list of Jim Cramer Discusses Melting Trade Tensions & These 12 Stocks. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discusses. Apple Inc. (NASDAQ:AAPL) is one of Jim Cramer’s favorite stocks. While he has long held the […]",https://finnhub.io/api/news?id=e4ed32aaa996a1b0cd7f1ae46f3e552e4f65e25ef734a7f7598b18cbfac224e5,Yahoo,2025-06-06 14:13:45,finnhub,"Apple Inc. (AAPL): CEO Tim Cook Is The “Best Mover,” Says Jim Cramer. We recently published a list of Jim Cramer Discusses Melting Trade Tensions & These 12 Stocks. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discusses. Apple Inc. (NASDAQ:AAPL) is one of Jim Cramer’s favorite stocks. While he has long held the […]",7.604557595186634e-06,0.9999889135360718,3.4074971608788474e-06
Was Jim Cramer Right About Apple Inc. (AAPL)?,"We recently published a list of Was Jim Cramer Right About These 9 Stocks?. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discusses. In that older episode, a caller brought up Apple Inc. (NASDAQ:AAPL) after news broke of strong year-over-year iPhone […]",https://finnhub.io/api/news?id=981517d031cde23bb93e2f244a53e2e30a3559c72282b6d79435addf3b75fffe,Yahoo,2025-06-06 13:48:05,finnhub,"Was Jim Cramer Right About Apple Inc. (AAPL)?. We recently published a list of Was Jim Cramer Right About These 9 Stocks?. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discusses. In that older episode, a caller brought up Apple Inc. (NASDAQ:AAPL) after news broke of strong year-over-year iPhone […]",0.0004023628425784409,0.9988681077957153,0.0007295350078493357
"Big Tech ETF rises sharply, driven by Tesla’s large rebound","Big Tech ETF rises sharply, driven by Tesla’s large rebound",https://finnhub.io/api/news?id=b0db2dec4acd0c09dd7d92909fadb2c655508762a7dd318642ca69a259174501,MarketWatch,2025-06-06 13:24:51,finnhub,"Big Tech ETF rises sharply, driven by Tesla’s large rebound. Big Tech ETF rises sharply, driven by Tesla’s large rebound",0.9997192025184631,0.00026463117683306336,1.614371285540983e-05
Netflix Running On Fumes? Why The Next Move Won't Be Easy,"Netflix's valuation is stretched, trading at a premium to peers, making the stock feel priced to perfection after its recent run. Read more to find out when and if to buy NFLX.",https://finnhub.io/api/news?id=c5e9c5361872ab4758ccb10e248d4f9fa85bad554f29539ef6b011c57c00499e,SeekingAlpha,2025-06-06 13:16:21,finnhub,"Netflix Running On Fumes? Why The Next Move Won't Be Easy. Netflix's valuation is stretched, trading at a premium to peers, making the stock feel priced to perfection after its recent run. Read more to find out when and if to buy NFLX.",0.27950891852378845,0.05680929124355316,0.6636818051338196
What to expect from Apple's WWDC event as Wall Street looks for AI gains,Apple's WWDC kicks off June 9. The company is preparing a number of big updates for its software. But its AI offerings are still a big question.,https://finnhub.io/api/news?id=f34f2c26bcfe6aba619f5522e0ba3c86c3f48f294e4aa16d340ab506d0369521,Yahoo,2025-06-06 13:00:05,finnhub,What to expect from Apple's WWDC event as Wall Street looks for AI gains. Apple's WWDC kicks off June 9. The company is preparing a number of big updates for its software. But its AI offerings are still a big question.,0.00017739315808285028,0.45565265417099,0.5441699028015137
Wall Street Roundup: A Tale Of Two Teslas,"Musk vs. Trump and how it's affecting Tesla. Broadcom, CoreWeave and AI stocks.",https://finnhub.io/api/news?id=8e11cbd5eb2a9fcc6527211b04b8a9722a6537eed6aa0e3b4fa6c808a331a28a,SeekingAlpha,2025-06-06 13:00:00,finnhub,"Wall Street Roundup: A Tale Of Two Teslas. Musk vs. Trump and how it's affecting Tesla. Broadcom, CoreWeave and AI stocks.",3.6016122066939715e-06,0.9999916553497314,4.758237992064096e-06
"Apple, X, and Airbnb among growing number of Big Tech firms exploring crypto adoption",Fortune 500 tech firms are having early conversations with crypto companies about stablecoin integration.,https://finnhub.io/api/news?id=ee2a93ba54d8582188e237c9443991a33cf716d9bbd582b41b2dc140ee05770a,Yahoo,2025-06-06 12:46:27,finnhub,"Apple, X, and Airbnb among growing number of Big Tech firms exploring crypto adoption. Fortune 500 tech firms are having early conversations with crypto companies about stablecoin integration.",4.103764513274655e-05,0.9998742341995239,8.469982276437804e-05
Cloud AI Update - Transforming Unstructured Data Integration with AI-Driven Solutions,"In a significant advancement for the Cloud AI sector, Ataccama has announced the integration of its data trust platform, Ataccama ONE, with Snowflake Marketplace, now featuring Document AI capabilities. This integration allows organizations to efficiently transform unstructured data—such as documents and contracts—into structured data, thus enhancing the value and reliability of AI-driven analytics. With unstructured data constituting a majority of enterprise information and presenting...",https://finnhub.io/api/news?id=c0a2bcc41f041cda32eb29c0a5cbbad849cc2ceb8d0b0c4f34ebc77be5766dba,Yahoo,2025-06-06 12:38:01,finnhub,"Cloud AI Update - Transforming Unstructured Data Integration with AI-Driven Solutions. In a significant advancement for the Cloud AI sector, Ataccama has announced the integration of its data trust platform, Ataccama ONE, with Snowflake Marketplace, now featuring Document AI capabilities. This integration allows organizations to efficiently transform unstructured data—such as documents and contracts—into structured data, thus enhancing the value and reliability of AI-driven analytics. With unstructured data constituting a majority of enterprise information and presenting...",0.9999995231628418,3.931061769435473e-07,1.0569478803290622e-07
Harbor Long-Term Growers ETF Q1 2025 Commentary,"During Q1, the Harbor Long Term Growers ETF returned -10.09% (at NAV), underperforming the benchmark, the Russell 1000Â® Growth Index, which returned -9.97%.",https://finnhub.io/api/news?id=548090960eab348860d22524fe342b17d9572679f102203ea573fcf9d3152656,SeekingAlpha,2025-06-06 12:32:00,finnhub,"Harbor Long-Term Growers ETF Q1 2025 Commentary. During Q1, the Harbor Long Term Growers ETF returned -10.09% (at NAV), underperforming the benchmark, the Russell 1000Â® Growth Index, which returned -9.97%.",2.4395403670496307e-05,7.371759693342028e-06,0.9999682903289795
Design change software Apple can barely disguise problems around AI,"Copyright © Emerce 2023Apple is reportedly presenting its most sweeping design change since iOS 7 next Monday at its annual Worldwide Developers Conference , largely inspired by Apples Vision Pro...",https://finnhub.io/api/news?id=108daf5f5ec1b28f50b5e120ffb4038673e2dc9a98008bc7b12bdbdc7c2e401d,Finnhub,2025-06-06 10:01:11,finnhub,"Design change software Apple can barely disguise problems around AI. Copyright © Emerce 2023Apple is reportedly presenting its most sweeping design change since iOS 7 next Monday at its annual Worldwide Developers Conference , largely inspired by Apples Vision Pro...",0.653401255607605,0.3457319736480713,0.000866714573930949
Apple’s Growing List of Problems Clouds AI Reboot,"Artificial-intelligence troubles, as well as tariffs, Google payments and App Store fees, weigh down the stock ahead of the WWDC.",https://finnhub.io/api/news?id=18c170711a484043180e89aa53f9220257efb46a6fb3a60217b5681ea2cdcdfc,Yahoo,2025-06-06 09:30:00,finnhub,"Apple’s Growing List of Problems Clouds AI Reboot. Artificial-intelligence troubles, as well as tariffs, Google payments and App Store fees, weigh down the stock ahead of the WWDC.",8.397038868679374e-07,3.94878270526533e-07,0.9999988079071045
"Broadcom, the $1 Trillion Stock You Shouldn’t Ignore, Makes AI Investment Case","Broadcom, the $1 Trillion Stock You Shouldn’t Ignore, Makes AI Investment Case",https://finnhub.io/api/news?id=c2863c08e262083a9658a6782341221d74c0a2b4713657d7c4a92c44d161bc37,MarketWatch,2025-06-06 08:30:00,finnhub,"Broadcom, the $1 Trillion Stock You Shouldn’t Ignore, Makes AI Investment Case. Broadcom, the $1 Trillion Stock You Shouldn’t Ignore, Makes AI Investment Case",5.704427167074755e-06,0.999955415725708,3.884125908371061e-05
The most popular stocks and funds investors bought in May,"Signs of progress on US tariff deals in early May offered some reprieve around trade tensions, helping drive stock markets higher.",https://finnhub.io/api/news?id=fbaae0fe233a54ac6f1a667fa250382d501625c772d269e797632ca809919fdd,Yahoo,2025-06-06 08:04:35,finnhub,"The most popular stocks and funds investors bought in May. Signs of progress on US tariff deals in early May offered some reprieve around trade tensions, helping drive stock markets higher.",0.9999998807907104,1.0888241064321846e-07,1.0355816648655036e-08
Court denies Apple’s request to pause ruling on App Store payment fees,"A U.S. court denied Apple a stay on a ruling that requires the company to stop charging developers for payments made outside the App Store through links in apps. This means in the U.S., Apple will no longer be able to charge developers a fee when customers click on a link within their app that takes them outside the App Store for payment, resulting in a potential loss of revenue to the company. ""Apple 'bears the burden of showing that the circumstances justify an exercise of [our] discretion,'""",https://finnhub.io/api/news?id=a47fe40671ce6a58905353e8ec98b1d51620a8a5116e7776c426ee8cfc56ae65,Yahoo,2025-06-06 07:34:12,finnhub,"Court denies Apple’s request to pause ruling on App Store payment fees. A U.S. court denied Apple a stay on a ruling that requires the company to stop charging developers for payments made outside the App Store through links in apps. This means in the U.S., Apple will no longer be able to charge developers a fee when customers click on a link within their app that takes them outside the App Store for payment, resulting in a potential loss of revenue to the company. ""Apple 'bears the burden of showing that the circumstances justify an exercise of [our] discretion,'""",2.0081464754184708e-05,9.95910813799128e-05,0.999880313873291
Mairs & Power Growth Fund Q1 2025 Commentary,"The Mairs & Power Growth Fund was down 4.69% in the first quarter of 2025, slightly underperforming the Fundâs peer group. Read more here.",https://finnhub.io/api/news?id=c77beeb0421258b17a45aac25cc409d62920cdf82d59900bff1053718e2422c1,SeekingAlpha,2025-06-06 01:30:00,finnhub,"Mairs & Power Growth Fund Q1 2025 Commentary. The Mairs & Power Growth Fund was down 4.69% in the first quarter of 2025, slightly underperforming the Fundâs peer group. Read more here.",2.8858507903350983e-06,3.632762309280224e-05,0.9999607801437378
Mairs & Power Balanced Fund Q1 2025 Commentary,,https://finnhub.io/api/news?id=ed5fabb4b83e878633e768c0b5c244e1c33862a148678bc7dd5c4ab3158217d8,SeekingAlpha,2025-06-05 23:45:00,finnhub,Mairs & Power Balanced Fund Q1 2025 Commentary. ,1.3301571470947238e-06,0.9999912977218628,7.390942755591823e-06
"Apple App Store Sales Jump In May, Boosting Outlook For Services Growth","JP Morgan analyst Samik Chatterjee had an Overweight rating on Apple Inc (NASDAQ:AAPL) on Tuesday. Apple's App Store revenue for May, tracked by Sensor Tower, increased by 4.9% month-over-month (which compares to an average sequential uptick of 2.3% ...",https://finnhub.io/api/news?id=3c78a7b5c32438c8a4189338d4dfdbbe36a4346c447b9f0c33ff4c0b5f41e716,Yahoo,2025-06-05 21:30:26,finnhub,"Apple App Store Sales Jump In May, Boosting Outlook For Services Growth. JP Morgan analyst Samik Chatterjee had an Overweight rating on Apple Inc (NASDAQ:AAPL) on Tuesday. Apple's App Store revenue for May, tracked by Sensor Tower, increased by 4.9% month-over-month (which compares to an average sequential uptick of 2.3% ...",1.0,1.0060969835024025e-08,1.978701869020938e-09
"Tensions between the US and China have delayed Apple’s AI rollout in China, FT reports",The Financial Times claims that the Cyberspace Administration of China (CAC) is delaying the introduction of AI services by Apple Inc. (NASDAQ:AAPL) and Alibaba in China. Their February deal to incorporate AI technologies into iPhones in China is on hold due to geopolitical tensions resulting from U.S. President Donald Trump’s trade war. Consumer-facing AI technologies […],https://finnhub.io/api/news?id=03d1eb4e4810a67ea80e10e84d378acda25f46917af5d42e0b3486830e8a9b92,Yahoo,2025-06-05 21:29:07,finnhub,"Tensions between the US and China have delayed Apple’s AI rollout in China, FT reports. The Financial Times claims that the Cyberspace Administration of China (CAC) is delaying the introduction of AI services by Apple Inc. (NASDAQ:AAPL) and Alibaba in China. Their February deal to incorporate AI technologies into iPhones in China is on hold due to geopolitical tensions resulting from U.S. President Donald Trump’s trade war. Consumer-facing AI technologies […]",2.0307408703956753e-05,0.00012592831626534462,0.9998537302017212
Tech giant Foxconn creating 600 jobs with $450M Houston investment,Foxconn has acquired the Fairbanks Logistics Park in Houston and plans to build an AI server manufacturing facility. The post Tech giant Foxconn creating 600 jobs with $450M Houston investment appeared first on FreightWaves.,https://finnhub.io/api/news?id=eb77fa2427125070dbf2e2b37cd576426637be3da38fc9bb13316f54233d5c01,Yahoo,2025-06-05 19:40:26,finnhub,Tech giant Foxconn creating 600 jobs with $450M Houston investment. Foxconn has acquired the Fairbanks Logistics Park in Houston and plans to build an AI server manufacturing facility. The post Tech giant Foxconn creating 600 jobs with $450M Houston investment appeared first on FreightWaves.,1.1830721632577479e-05,0.9999843835830688,3.8062541989347665e-06
Broadcom: Strong Growth From This AI Winner,"Broadcom Inc. posted strong fiscal Q2 results, boosted by AI & cloud growth, but high valuation limits its appeal as a new investment. Click for my AVGO update.",https://finnhub.io/api/news?id=f306b005ea5711a0fad6a14a6a2d7f3998bc2fb96dc71aad55dde00d587d2e54,SeekingAlpha,2025-06-05 18:30:00,finnhub,"Broadcom: Strong Growth From This AI Winner. Broadcom Inc. posted strong fiscal Q2 results, boosted by AI & cloud growth, but high valuation limits its appeal as a new investment. Click for my AVGO update.",1.0,1.7604252278147214e-08,1.3654358532733113e-08
Arm Holdings' Power Efficiency Poised for AI and IoT Growth,"ARM's power-efficient chip design is becoming vital to Apple, Qualcomm, and Samsung's AI and IoT ambitions.",https://finnhub.io/api/news?id=aef986cba83accc1e7dcc764de7b11e08cd4c08f001a713a51342422698bfa73,Yahoo,2025-06-05 17:01:00,finnhub,"Arm Holdings' Power Efficiency Poised for AI and IoT Growth. ARM's power-efficient chip design is becoming vital to Apple, Qualcomm, and Samsung's AI and IoT ambitions.",1.0,4.034829004240237e-08,1.1430640434184625e-08
The only ‘Made in America’ smartphone maker has a message for Apple about manufacturing in the Trump tariff era,"Purism, which makes the Liberty Phone in Carlsbad, Calif. using American components, is an anomaly in an industry where manufacturing and supply chains are almost entirely overseas.",https://finnhub.io/api/news?id=f87bf564491bb34b4c1980f923c0884021f174c6635cd70b3c36c0822b0a46a0,Yahoo,2025-06-05 16:55:40,finnhub,"The only ‘Made in America’ smartphone maker has a message for Apple about manufacturing in the Trump tariff era. Purism, which makes the Liberty Phone in Carlsbad, Calif. using American components, is an anomaly in an industry where manufacturing and supply chains are almost entirely overseas.",1.1880390502483351e-06,0.00035064786789007485,0.9996482133865356
Apple loses bid to halt court ruling that blocks some fees from its iPhone app store,"A three-judge appeals panel rejected Apple's request to pause an April 30 order banning the company from charging a fee on in-app iPhone transactions processed outside its once-exclusive payment system in a two-page decision issued late Thursday.  The setback threatens to divert billions of dollars in revenue away from Apple while it tried to overturn the order reining in its commissions from e-commerce within iPhone apps.  Apple sought to put the order on hold after it was issued by U.S. District Judge Yvonne Gonzalez-Rogers in a stinging rebuke that also held the Cupertino, California, company in civil contempt of court and recommended opening a criminal investigation into whether one of its executives had committed perjury while testifying in her Oakland, California, courtroom.",https://finnhub.io/api/news?id=a1b1a1ea2beb12b7a28ca63aee5caa7128ac36d80acea568437586be7c2e1fcc,Yahoo,2025-06-05 16:43:31,finnhub,"Apple loses bid to halt court ruling that blocks some fees from its iPhone app store. A three-judge appeals panel rejected Apple's request to pause an April 30 order banning the company from charging a fee on in-app iPhone transactions processed outside its once-exclusive payment system in a two-page decision issued late Thursday.  The setback threatens to divert billions of dollars in revenue away from Apple while it tried to overturn the order reining in its commissions from e-commerce within iPhone apps.  Apple sought to put the order on hold after it was issued by U.S. District Judge Yvonne Gonzalez-Rogers in a stinging rebuke that also held the Cupertino, California, company in civil contempt of court and recommended opening a criminal investigation into whether one of its executives had committed perjury while testifying in her Oakland, California, courtroom.",0.004031348042190075,0.02758891135454178,0.9683797359466553
"Circle’s $1.1 billion IPO shows Wall Street is taking stablecoins seriously, as crypto company’s stock nearly triples","Circle’s $1.1 billion IPO shows Wall Street is taking stablecoins seriously, as crypto company’s stock nearly triples",https://finnhub.io/api/news?id=3177d3280a8162b9919971b79f8fb10f2a78e281c511a2ad884fe8e9d158aabd,MarketWatch,2025-06-05 16:31:00,finnhub,"Circle’s $1.1 billion IPO shows Wall Street is taking stablecoins seriously, as crypto company’s stock nearly triples. Circle’s $1.1 billion IPO shows Wall Street is taking stablecoins seriously, as crypto company’s stock nearly triples",0.32836630940437317,0.6714129447937012,0.00022071751300245523
Apple EPS Faces 2-3% Hit After Epic Ruling,Analysts forecast 2%--3% EPS drag despite healthy May App Store revenue gains,https://finnhub.io/api/news?id=af96dad935a40ae8926852e5bbfdd9d02e7cbb88dadd69d5e7f991ec2c948d12,Yahoo,2025-06-05 16:20:58,finnhub,Apple EPS Faces 2-3% Hit After Epic Ruling. Analysts forecast 2%--3% EPS drag despite healthy May App Store revenue gains,7.78028061176883e-06,1.1551760081829343e-07,0.9999921321868896
