created_at,full_text
Wed Mar 05 16:35:19 +0000 2025,"Say hello to the new MacBook Air! The world’s most popular laptop now features M4, Apple Intelligence capabilities, and a beautiful new color—sky blue. https://t.co/CZzHpVvIhO"
Tue Mar 04 15:51:47 +0000 2025,Introducing the newest iPad Air! https://t.co/10uCdhRLUw
Tue Mar 04 02:21:41 +0000 2025,World Hearing Day is the perfect time to take a Hearing Test with AirPods Pro 2! https://t.co/YxmpcloCSQ
Mon Mar 03 15:54:16 +0000 2025,This week. https://t.co/uXqQaGNkSk
Sat Mar 01 02:01:00 +0000 2025,Ramadan Mubarak to all of those observing around the world!
Fri Feb 28 20:53:16 +0000 2025,"The new iPhone 16e is available now! It has everything you love about the iPhone 16 lineup, at an incredible value. https://t.co/F7zUUqhGIu"
Mon Feb 24 17:00:00 +0000 2025,"Steve saw the world not just as it was, but as it could be. His vision continues to inspire us to push boundaries and create the future. Today, on his 70th birthday, we honor his legacy and his enduring impact. https://t.co/0q1JUl4UJw"
Mon Feb 24 13:38:14 +0000 2025,"As a proud American company, we're thrilled to continue to make significant investments in the US. Today, we’re announcing a $500 billion commitment to support American innovation, advanced manufacturing, and high tech job creation. https://t.co/xoNy7zGqZG"
Sat Feb 22 17:10:02 +0000 2025,More clubs. More stars. More goals. The biggest MLS season yet kicks off February 22. Watch on Apple TV. #MLSSeasonPass https://t.co/ztFbsGJ1Oo
Wed Feb 19 16:55:46 +0000 2025,"Meet iPhone 16e, the newest member of the iPhone 16 family! #AppleLaunch https://t.co/q9BHWxdYtN"
Wed Feb 19 01:55:45 +0000 2025,Can’t wait to watch this season on #MLSSeasonPass! ⚽
Thu Feb 13 16:00:10 +0000 2025,"Get ready to meet the newest member of the family.  Wednesday, February 19. #AppleLaunch https://t.co/0ML0NfMedu"
Mon Feb 10 13:55:23 +0000 2025,From 🏈 to ⚽! MLS is back February 22! https://t.co/R3G9OLUCbN
Mon Feb 10 04:30:58 +0000 2025,"Spent an amazing weekend in New Orleans with students, team members, athletes, and some of the most impactful artists making music today. And it was all capped by a fantastic game and halftime show! Congratulations to the Philadelphia Eagles! https://t.co/1dNZ7yykso"
Sat Feb 01 16:06:25 +0000 2025,Back in the edit room for Wicked: For Good… with new tools to see what we can break. Will let you know how it goes… #AppleVisionPro #WickedMovie #Avid #Evercast https://t.co/uWPbXoDpZp
Wed Jan 29 15:00:03 +0000 2025,Wishing everyone celebrating Lunar New Year around the world a happy and healthy year ahead! 🌟
Tue Jan 28 16:46:36 +0000 2025,"Protecting user privacy is essential to us at Apple. As we continue to expand our products and services, privacy will always be at the center of everything we do. #DataPrivacyDay"
Sat Jan 25 01:30:44 +0000 2025,We’re thrilled to open our newest store in Miami—Apple Miami Worldcenter—and to welcome customers into this beautiful space! https://t.co/S4xoBQElVf
Fri Jan 24 14:13:20 +0000 2025,Ready to clock in for episode 2!
Thu Jan 23 20:47:22 +0000 2025,Catch @kendricklamar with guest @sza. #AppleMusicHalftime #SBLIX https://t.co/VxWPUamYKp  @pgLang @RocNation @NFL @NFLonFOX https://t.co/9aQCv9mCvH
Tue Jan 21 15:56:52 +0000 2025,.@okgo knows how to make an incredible music video! #ShotOniPhone https://t.co/JLmQP9yQb0
Mon Jan 20 19:40:22 +0000 2025,Congratulations to President @realDonaldTrump and Vice President @JDVance on Inauguration Day. We look forward to working with the administration to drive continued innovation and jobs for future growth across our great nation.
Mon Jan 20 12:00:02 +0000 2025,"Dr. King once said, ""Everybody can be great, because everybody can serve."" True greatness lies in lifting others, making a difference, and serving with purpose. Let’s honor his legacy by finding ways to serve and create a better world together. #MLKDay https://t.co/r0wqGKiBqx"
Wed Jan 15 14:12:45 +0000 2025,"Our hearts go out to all impacted by the ongoing devastation in LA. In addition to Apple's donation, we're making it easy to support recovery efforts. If you’re in the US, just open the App Store or Apple Music &amp; click to donate to help make a difference. https://t.co/4DBoTDSUxl https://t.co/oEZ5gswLlW"
Thu Jan 09 14:30:00 +0000 2025,"As we honor the memory of President Carter, we are grateful for his contributions to our great nation, his dedication to purpose, and his service to others. Our thoughts are with the Carter family as they mourn his passing."
Thu Jan 09 02:11:30 +0000 2025,"The devastation caused by the fires in Los Angeles is heartbreaking. Thank you to the incredible firefighters, first responders, and all those assisting for your heroic efforts. Apple will be donating to support the victims and recovery efforts on the ground."
Wed Jan 08 04:07:45 +0000 2025,"To our teams in Los Angeles and all those affected by the devastating Palisades fire, we’re thinking of you. Please take precautions and stay safe."
Sat Jan 04 16:31:01 +0000 2025,"I loved being one of the first directors to use Apple Vision Pro! I was completely blown away with how it helps you play, create, and explore new worlds.  Watch Wicked now on the @AppleTV app, and experience it in 3D on Apple Vision Pro. https://t.co/TJM8Ftb4Fa https://t.co/jXWA7IQcO4"
Wed Jan 01 15:00:02 +0000 2025,Happy New Year! Hoping for health and happiness for you and your loved ones
Sun Dec 29 22:16:19 +0000 2024,"Today, we honor President Carter’s lifetime of service and his commitment to leaving the world better than he found it. May he rest in peace. https://t.co/cXl99kT7lr"
Wed Dec 25 21:45:00 +0000 2024,Happy Hanukkah and warmest wishes to families gathered in celebration tonight around the world! 🕎
Wed Dec 25 15:21:13 +0000 2024,"Wishing you and your loved ones a peaceful, joyous, and very merry Christmas! 🎄"
Mon Dec 23 22:48:01 +0000 2024,"Like so many of you, I love listening to @michaelbuble during the holidays! See how he and @carlypearce used iPhone 16 Pro to record their new song Maybe This Christmas. 🎄🎶 https://t.co/OGQrDEaCZj"
Mon Dec 16 14:00:01 +0000 2024,Excited to share that “Silo” will return for a third AND fourth season! We’re thrilled to support the imagination and inspiration out of the UK as they continue to create world-class films and series. https://t.co/hmtszs7hf5
Thu Dec 12 19:35:37 +0000 2024,"We were honored to host His Majesty King Charles III @RoyalFamily at our Battersea office. As we celebrated our work with @KingsTrust, St. George’s Primary School students shared beautiful Christmas artwork they made on iPad &amp; @raye wowed us with an incredible concert! https://t.co/xp5rZn7CEf"
Thu Dec 12 18:07:31 +0000 2024,"Yinka Ilori’s work is bursting with creativity, color, and joy! It was so delightful to meet with such an incredibly talented artist whose tool of choice is the Mac. Thank you for the opportunity to see your art up close, and feel how vibrant the work is! https://t.co/pcRNLzdspk"
Thu Dec 12 16:50:45 +0000 2024,"Really enjoyed spending time at Caius House, celebrating creativity and developers of the future! We’re proud to support this local youth center as students build their skillset and become a part of this thriving ecosystem. https://t.co/YUHguJVBjP"
Thu Dec 12 10:45:28 +0000 2024,"Congrats to this year's App Store Award winners! From action-packed games to innovations in spatial computing, these developers highlight the community's incredible talent, hard work, and ability to transform our lives and experiences. https://t.co/0qXjV7bu4Y"
Wed Dec 11 21:22:19 +0000 2024,"What an exciting day to be at Apple Regent Street! I had a fantastic time with our retail team and customers, discussing the possibilities of Apple Intelligence. https://t.co/UmDfLzRGjK"
Wed Dec 11 19:24:06 +0000 2024,"New Apple Intelligence features for iPhone, iPad, and Mac are here: Image Playground and Genmoji, more dynamic Writing Tools, integration to ChatGPT, and Visual Intelligence for iPhone 16! It's personal, integrated, and built to protect user privacy at every step."
Wed Dec 11 11:15:42 +0000 2024,"Will and Ed Reid—two talented brothers who are filmmakers and photographers—use Live Photos on iPhone to create Long Exposure images. They gave me a sneak peek of “The One You Have With You,” their upcoming photography book featuring photos that were all #ShotOniPhone! https://t.co/Rvagf6M1wq"
Tue Dec 10 21:37:42 +0000 2024,Loved spending time with our retail team and customers today at Apple Covent Garden! Special thanks to the marvelous @jamiecullum for treating us all to an unforgettable performance! https://t.co/u5QJJz2lO0
Tue Dec 10 20:49:55 +0000 2024,"There’s nothing like London during the holidays. It was great to meet with Slow Horses star, Jack Lowden, to tell him how excited we are for season 5 on Apple TV+! https://t.co/soFlPbBPQf"
Mon Dec 09 18:25:47 +0000 2024,"Wonderful to meet Dr. Ahmed Mater, whose incredible artistry embodies the creative energy here. I also met Abdullah Alshayji who has taught iPhone photography to over 15,000 students. Loved seeing how he uses Photographic Styles and the Ultra Wide camera on iPhone 16 Pro! https://t.co/rJsDCaYbDT"
Mon Dec 09 16:34:38 +0000 2024,"Thank you, @Nourabinsaidan, for showing me your beautiful mural in the JAX District! It was such a pleasure hearing how you use iPad Pro with Procreate and Apple Pencil Pro to develop your designs, merging art and technology. https://t.co/rQBPkhIkmO"
Mon Dec 09 13:38:33 +0000 2024,"Great to spend time at our women’s developer academy in Riyadh. We’re proud to support the vibrant developer community here, and to expand our Foundation program to create even more opportunities in coding, design, and app development. https://t.co/auo5dXuqnY"
Sun Dec 08 15:46:27 +0000 2024,"It was thrilling to see the energy of the @F1 race today! Congratulations to all the teams on their precision, teamwork, and unforgettable performance."
Sun Dec 08 11:13:06 +0000 2024,"Waterspeed, Big Keys, eJaby, and Drivu are building apps that address real-life needs in their communities, like accessible keyboards and sustainable shopping. It was great to meet the developers behind these apps and learn about their work! https://t.co/18sFY4WOQO"
Sun Dec 08 08:18:10 +0000 2024,Calligraphy is such a beautiful art form and an important part of the Arabic language and culture. Local artist Wissam Shawkat showed me how he brings his brushstrokes to life using iPad Pro and Apple Pencil Pro to create his own style! https://t.co/DGH9IxRHcy
Sat Dec 07 23:23:41 +0000 2024,Congratulations to the @LAGalaxy for winning the MLS Cup for the sixth time! What a season! 🏆✨
Sat Dec 07 16:30:39 +0000 2024,What a night at Apple Al Maryah Island! The amazing @MishaalTamer wowed our customers and team members with a beautiful live performance and shared how Apple Music has supported his career. https://t.co/y8ZZL2AieJ
Sat Dec 07 12:17:12 +0000 2024,"Visiting Qasr Al Hosn today in the heart of Abu Dhabi with two talented Emarati photographers, Ola and Huda, was the perfect way to start my trip in this beautiful country. Thank you for showing me how you capture the world around you using iPhone 16 Pro! !مرحبا أبو ظبي https://t.co/GqOCsIw6sc"
Tue Dec 03 16:00:02 +0000 2024,"At Apple, we’re committed to creating technology that helps everyone achieve their greatest potential. With features like Music Haptics &amp; Eye Tracking, we’re continuing to pioneer incredible products designed to be accessible to everyone, including people with disabilities. #IDPD"
Sun Dec 01 15:02:00 +0000 2024,Thank you to the brilliant Aardman for creating this amazing Wallace &amp; Gromit animation on London’s Battersea Power Station! The stop-motion animation was #ShotOniPhone and will surely get people into the holiday spirit. https://t.co/VC6hTN2WEi
Thu Nov 28 20:19:40 +0000 2024,I'm so proud of the many teams across Apple developing powerful technologies that are improving people’s lives. The Hearing Aid feature on AirPods Pro 2 uses your personalized sound profile so you can hear the moments that matter. https://t.co/DsGytAUQAR
Thu Nov 28 12:00:02 +0000 2024,"Thanksgiving is about giving thanks for each other with the hope for health and prosperity. This year I'm giving thanks for the many possibilities ahead and the people in my life—including our team at Apple, our users, and all those dedicated to making the world a better place."
Fri Nov 15 02:55:02 +0000 2024,"Available now. ‘Open Hearts,’ the new immersive music experience from @theweeknd. See it first exclusively on Apple Vision Pro. Watch in Apple Stores where Apple Vision Pro is available, beginning November 15th.  Follow the link to book a demo: https://t.co/0idstncZhV https://t.co/lqmtmVD96Q"
Mon Nov 11 15:00:01 +0000 2024,"On this Veterans Day, we honor the courage and sacrifice of those who have served, as well as their families. Their dedication inspires us to strive for a better future. Thank you for your unwavering commitment."
Sat Nov 09 17:34:01 +0000 2024,So excited to watch Messi and Inter Miami take on Atlanta United in tonight's must-win match of the MLS Cup Playoffs! ⚽
Fri Nov 08 16:00:00 +0000 2024,"Our powerful new MacBook Pro, stunning iMac, and carbon neutral Mac mini are all available today! This new lineup is built for Apple Intelligence, and powered by the ultrafast M4 family of chips. https://t.co/CNYsql8Rp3 https://t.co/lpLE2yBfhc"
Wed Nov 06 18:14:33 +0000 2024,"Congratulations President Trump on your victory!  We look forward to engaging with you and your administration to help make sure the United States continues to lead with and be fueled by ingenuity, innovation, and creativity."
Sat Nov 02 15:30:00 +0000 2024,"Game day for my Auburn Tigers is now game day for iPad! All season long, teams in the SEC, ACC, and Big Ten have suited up alongside iPad Pro during games. I love that Apple technology is being used to drive college football forward! 🏈 https://t.co/TVeVFCsW7L"
Fri Nov 01 15:53:12 +0000 2024,"During Native American Heritage Month, we honor the vital history and enduring traditions of all Native cultures."
Fri Nov 01 03:30:00 +0000 2024,"Diwali is a time of light, unity, and hope. Wishing everyone celebrating a joyous and peaceful Festival of Lights! Shot on iPhone 16 Pro Max by Rohit Vohra. https://t.co/zFndTguCpC"
Thu Oct 31 12:44:18 +0000 2024,"We’re thinking of all those impacted by the devastating flash floods in the region of Valencia, Spain. Apple will be making a donation to help with relief efforts on the ground."
Wed Oct 30 16:19:54 +0000 2024,"Today we’re elevating the new MacBook Pro to transform how users work, communicate, and express themselves, thanks to Apple Intelligence, incredible performance with Apple silicon, and up to 24 hours of battery life. https://t.co/KxAKNbYtBr"
Tue Oct 29 17:01:48 +0000 2024,"We’re proud to announce the all-new Mac mini—our first carbon neutral Mac! It’s completely redesigned around Apple silicon, built for Apple Intelligence, and delivers phenomenal performance in a super compact design. https://t.co/Pn3p7HByFx"
Tue Oct 29 01:21:37 +0000 2024,"Hearing is a vital part of our health. Apple's new end-to-end hearing health experience with AirPods Pro 2 allows customers to improve, protect, and better understand their hearing. We're excited for these new features to have an impact on people's lives. They're available today!"
Mon Oct 28 18:43:10 +0000 2024,"Apple Intelligence is here! 🎉 Starting today, you can get more done on iPhone, iPad, and Mac with powerful new features, including system-wide Writing Tools, a more conversational Siri, intelligence in photos, and so much more.  This is the beginning of an exciting new era."
Mon Oct 28 15:38:20 +0000 2024,"Meet the new iMac! With the power of M4 and Apple Intelligence, plus its stunning design and fresh colors, the world’s best all-in-one just got even better. https://t.co/YVXXHUn5nq"
Fri Oct 25 22:38:16 +0000 2024,History in the making.  Don’t miss Messi’s MLS Cup Playoffs debut tonight at 8:30pm ET. Watch free on Apple TV. #MLSSeasonPass https://t.co/TomWNXra9r https://t.co/ZSQiHYuLDk
Wed Oct 23 16:46:53 +0000 2024,"The new iPad mini is available today! It’s ultraportable, super powerful, and unlocks a new level of creativity with support for Apple Pencil Pro. https://t.co/Xv6Tl8OjO6"
Sun Oct 20 00:53:35 +0000 2024,Congratulations!
Tue Oct 15 15:55:59 +0000 2024,"Incredible performance. All-day battery life. Built for Apple Intelligence. The new iPad mini is ultraportable and ultra powerful, thanks to Apple silicon. And it comes in four stunning finishes, along with support for Apple Pencil Pro. https://t.co/eclRj1r7oJ"
Fri Oct 11 00:02:31 +0000 2024,"Ethel Kennedy lived a life of grace and extraordinary service. She was an inspiration to so many around the world, and her loss is felt profoundly today. Her fight for a more just world is one we all share. May she rest in peace. https://t.co/GH3OcXyYKp"
Thu Oct 10 20:04:42 +0000 2024,"Our hearts go out to all of those impacted by the devastation of Hurricane Milton. To everyone still in harm's way, please stay safe. Apple will be making a donation to help with relief efforts on the ground."
Sat Oct 05 14:00:00 +0000 2024,Steve showed us that the future isn’t something you wait for—it’s something you build. His memory lives on in the hearts of innovators and dreamers everywhere—at Apple and beyond. https://t.co/p5USzlifCb
Sat Oct 05 00:19:47 +0000 2024,"George Clooney and Brad Pitt are an undeniable duo and their legendary chemistry makes for a true masterclass in entertainment, charm, action, and humor. Congratulations to them and the entire team behind Wolfs!"
Wed Oct 02 23:27:34 +0000 2024,Thinking of everyone around the world celebrating Rosh Hashanah. L'Shana Tova.
Mon Sep 30 14:48:00 +0000 2024,We’re thinking of all those facing the catastrophic aftermath of Hurricane Helene. Apple will be making a donation to help with relief efforts on the ground.
Sat Sep 21 19:26:14 +0000 2024,Got the chance to walk around New York City with @Tim_Cook and chat about the new iPhone 16. Tune in to @fallontonight on Monday for the full conversation! https://t.co/012SjO2xtB
Fri Sep 20 16:28:12 +0000 2024,"From the all-new iPhone 16 lineup built for Apple Intelligence to the stunning new Apple Watch Series 10 and groundbreaking AirPods models, there was so much to be excited about today. Grateful to be with our incredible teams &amp; customers celebrating at Apple Fifth Avenue! https://t.co/SLR5rGUQW2"
Fri Sep 20 01:25:43 +0000 2024,Tomorrow is glowtime for the iPhone 16 lineup at Apple Fifth Avenue! https://t.co/5Sw0v5h8oC
Fri Sep 20 00:13:55 +0000 2024,"Thank you Prince Gyasi, Chen Man, and Ryan McGinley for creating these stunning images—some of the first on iPhone 16 Pro! Your #ShotOniPhone photos show just how creative you can be with iPhone 16 Pro and the incredible range of the camera’s capabilities. https://t.co/ltYGnmcUua"
Mon Sep 16 19:47:35 +0000 2024,"Hiking is my favorite pastime, so I’m glad even more people will be able to experience the benefits of a walk in nature with our new hiking features in iOS18 with Apple Maps. https://t.co/BNu2JAyIzZ"
Sat Sep 14 16:00:00 +0000 2024,"I’m loving @theweeknd's new song, Dancing In The Flames. To top it off, the stunning new music video is shot entirely on iPhone 16 Pro. Go behind the scenes! #ShotOniPhone 🕺🔥 https://t.co/lenMPK4le4"
Tue Sep 10 00:30:00 +0000 2024,"We’re incredibly proud to introduce a first-of-its-kind Hearing Aid feature, coming this fall with AirPods Pro 2, plus an innovative way to detect signs of sleep apnea with Apple Watch. These life-changing tools will help people connect more deeply &amp; live healthier."
Mon Sep 09 22:53:46 +0000 2024,"Apple Watch Series 10 is our most personal and intelligent model yet. With a sleek new design and faster charging, it also provides users with new health features like sleep apnea detection, putting your health firmly in your hands. And on your wrist. https://t.co/CRDBnjFXFn"
Mon Sep 09 19:39:40 +0000 2024,"Welcome to the new era of iPhone!  Built for Apple Intelligence, the iPhone 16 lineup delivers a powerful, personal, and private experience right at your fingertips. And with the new Camera Control, you’ll never miss a moment. https://t.co/zBsx9xOBl1"
Mon Sep 09 14:30:01 +0000 2024,Apple Park is glowing! #AppleEvent https://t.co/gVgtMbZhaM
Wed Aug 28 11:52:17 +0000 2024,"Apple, we believe in building technology for everyone. The adaptive and non-disabled athletes in this short film “The Relay” are a testament to the power of accessible design—and our shared humanity. https://t.co/AUa5xXkEml"
Mon Aug 26 19:36:49 +0000 2024,"We’re glowing with excitement! Monday, September 9. #AppleEvent https://t.co/QRVyZtqXYA"
Sun Aug 25 16:28:28 +0000 2024,"The @NatlParkService was founded 108 years ago today. Our national parks are irreplaceable, and this beautiful #ShotOniPhone photo at Yellowstone, taken by Luke Kelly, captures why we must preserve these rare spaces for future generations. https://t.co/bZ64SUceP6"
Wed Aug 21 20:16:33 +0000 2024,"National parks are some of the world's greatest treasures, and I’m grateful for the work the @NatlParkService does to protect them. Apple is proud to help support the vital work of connecting people to these precious spaces. https://t.co/qZM8w6LMlz"
Sat Aug 10 13:48:57 +0000 2024,Saddened to hear of the passing of Susan Wojcicki. She was one of Silicon Valley’s visionaries and she will be missed by so many. May she rest in peace.
Thu Aug 08 20:54:39 +0000 2024,WOW what an incredible comeback! Go USA!!
Wed Jul 31 00:49:46 +0000 2024,"Apple Intelligence is going to unlock a world of new possibilities for our users, and it’s thrilling to see our developers begin to build with it. We’re excited to see the amazing things they create."
Sun Jul 14 01:03:41 +0000 2024,"I pray for President Trump’s rapid recovery.  My thoughts are with him, the other victims and the Trump family. I strongly condemn this violence."
Thu Jul 04 14:00:03 +0000 2024,Happy Fourth of July! 🇺🇸
Tue Jul 02 19:58:08 +0000 2024,Congratulations! We can’t wait to see what you create.
Mon Jul 01 00:50:25 +0000 2024,Happy Pride! https://t.co/GNBido6LOh
Fri Jun 28 17:42:51 +0000 2024,"We’re thrilled to see our customers in mainland China, Hong Kong, Japan, and Singapore experience Apple Vision Pro for the first time! Pre-orders start today in Australia, Canada, France, Germany, &amp; the UK. We can’t wait for customers there to see the magic of spatial computing. https://t.co/GQtDbstZw6"
Sat Jun 22 13:32:58 +0000 2024,"We’re excited to open our first store in Malaysia, Apple The Exchange TRX! 🇲🇾 Jom Malaysia! https://t.co/fXMLp7USX7"
Wed Jun 19 14:00:01 +0000 2024,"On this Juneteenth, let’s reaffirm our commitment to fairness and equity."
Sun Jun 16 15:17:48 +0000 2024,Wishing a happy Father’s Day to dads everywhere!
Thu Jun 13 18:52:28 +0000 2024,Thank you to all of the developers from around the world who joined us in person and virtually for an incredible #WWDC24! Can’t wait to see what amazing apps you create. https://t.co/CfH10tMS8W
Tue Jun 11 03:48:25 +0000 2024,"iOS 18 makes iPhone more personal, capable, and intelligent than ever! From new ways to customize your experience to the power of Apple Intelligence, this will be the most personalized operating system we’ve ever developed. https://t.co/Di7BlweiSX"
Mon Jun 10 21:37:58 +0000 2024,We're excited to bring Apple Vision Pro to more customers around the world so that they can experience the magic of spatial computing!  https://t.co/lcjn5MmFjB
Mon Jun 10 19:37:51 +0000 2024,"It’s personal, powerful, and private—and it’s integrated into the apps you rely on every day.  Introducing Apple Intelligence—our next chapter in AI. https://t.co/uOfIrcTYm7"
Mon Jun 10 13:30:00 +0000 2024,Can’t wait for you to join us at #WWDC24 this morning! https://t.co/3bHzspURPH
Sun Jun 09 23:04:59 +0000 2024,Kicking off #WWDC24 in the best way possible—meeting with student developers who won our Swift Student Challenge. It’s amazing to see their creativity and determination on full display! https://t.co/b56k8kcGZs
Fri May 31 16:27:25 +0000 2024,"An honor to welcome Blair Casey and Phil Green of @TeamGleason to Apple Park. Thank you for your collaboration over the years, your tireless advocacy, and your commitment to supporting the ALS community through accessible technology. #ALSAwarenessMonth https://t.co/Xr31AxaTFG"
Mon May 27 14:48:09 +0000 2024,"We owe an enormous debt of gratitude to all those who made the ultimate sacrifice on behalf of our nation. On this Memorial Day, let us remember their heroism and the cause for which they fell."
Fri May 24 23:12:35 +0000 2024,Apple Vision Pro was made possible by years of breakthroughs from our design and engineering teams. The result is so profound that people are often emotional the first time they try it. I’ve seen it firsthand. Congratulations to the Apple Design Team for winning this rare award.
Wed May 22 14:39:56 +0000 2024,An incredible story and an important advocate. Thank you for sharing your journey so that others may benefit.
Thu May 16 18:39:49 +0000 2024,"For nearly 40 years, Apple has worked to make technology more accessible to everyone. We’re thrilled to announce powerful new features that provide users with even more ways to communicate, control their devices, and enjoy the music they love. #GAAD https://t.co/09qVLxA0rg"
Sun May 12 15:00:01 +0000 2024,"Wishing all the incredible mothers at Apple and around the world a happy Mother’s Day! We are all better off because of your love, guidance, and compassion. 💐"
Tue May 07 23:35:07 +0000 2024,Our hearts go out to those affected by the devastating and tragic floods in Brazil. Apple will be donating to relief efforts on the ground.
Tue May 07 20:06:37 +0000 2024,"The redesigned iPad Air is now available in two sizes 11-inch and 13-inch! And it’s more powerful and more versatile than ever with M2 chip, new landscape front camera, along with support for Apple Pencil Pro. https://t.co/7Cml9bZKVQ"
